layer_base_width,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
64,True,0.23853999376296997,0.17820000648498535,0.09418,0.0893,0.16092,0.1496,0.14162,0.1323,0.15746,0.1403,0.18938,0.1627,0.1854,0.1539
64,True,0.21850000321865082,0.16519999504089355,0.08168,0.0807,0.15002,0.141,0.12694,0.1188,0.1399,0.1259,0.17272,0.1538,0.16566,0.1439
64,True,0.16505999863147736,0.13289999961853027,0.063,0.0639,0.12062,0.1155,0.10486,0.0987,0.12072,0.1124,0.14522,0.1332,0.13912,0.1281
64,True,0.263700008392334,0.19689999520778656,0.10196,0.0993,0.17504,0.1608,0.15158,0.1362,0.16728,0.149,0.20116,0.1699,0.1935,0.157
64,True,0.23454000055789948,0.17839999496936798,0.08772,0.0859,0.15432,0.1467,0.12684,0.1181,0.1436,0.13,0.18378,0.1587,0.1795,0.1505
64,True,0.16740000247955322,0.1371999979019165,0.06414,0.0638,0.12292,0.1175,0.11218,0.1092,0.12558,0.1189,0.14742,0.1363,0.13886,0.1261
64,True,0.2791599929332733,0.19480000436306,0.10698,0.1026,0.17218,0.1591,0.15068,0.1334,0.16178,0.1442,0.20268,0.171,0.20664,0.1674
64,True,0.2663800120353699,0.19380000233650208,0.09958,0.0942,0.17032,0.1568,0.1484,0.1355,0.15868,0.1391,0.19718,0.1746,0.19774,0.1646
64,True,0.2851400077342987,0.2013999968767166,0.11516,0.1086,0.17988,0.165,0.15918,0.1417,0.17544,0.1531,0.21194,0.18,0.21278,0.1711
64,True,0.2581000030040741,0.19220000505447388,0.10324,0.101,0.17298,0.1607,0.1468,0.1372,0.1624,0.1496,0.19848,0.1749,0.19344,0.1606
64,True,0.2817400097846985,0.20649999380111694,0.11032,0.1076,0.17746,0.1643,0.15366,0.1432,0.17306,0.1558,0.20956,0.1767,0.21512,0.1749
64,True,0.2117599993944168,0.1656000018119812,0.08346,0.082,0.14428,0.1312,0.1324,0.1253,0.14252,0.1341,0.17238,0.1534,0.16652,0.1476
64,True,0.18649999797344208,0.15780000388622284,0.0704,0.0711,0.13974,0.1323,0.12098,0.1175,0.13758,0.1277,0.16388,0.145,0.1511,0.1397
64,True,0.2662599980831146,0.18799999356269836,0.10224,0.1006,0.16756,0.1561,0.15172,0.1394,0.15994,0.1469,0.19632,0.1739,0.19566,0.1603
64,True,0.21522000432014465,0.1696999967098236,0.0842,0.0829,0.15028,0.1403,0.13166,0.1236,0.14698,0.1347,0.17792,0.155,0.16696,0.1447
64,True,0.18282000720500946,0.14820000529289246,0.07124,0.0698,0.1326,0.1205,0.11444,0.1063,0.13094,0.1206,0.15762,0.1411,0.14912,0.133
64,True,0.2161799967288971,0.17659999430179596,0.08626,0.0841,0.15068,0.1391,0.13172,0.1243,0.14068,0.1292,0.17546,0.1599,0.16996,0.1486
64,True,0.24368000030517578,0.18140000104904175,0.0901,0.087,0.15994,0.1482,0.1332,0.1244,0.15162,0.138,0.1876,0.1631,0.18092,0.1509
64,True,0.21503999829292297,0.16290000081062317,0.07728,0.0749,0.15092,0.1399,0.13616,0.129,0.1475,0.1367,0.1742,0.1571,0.16398,0.1407
64,True,0.2778800129890442,0.19140000641345978,0.11284,0.1067,0.17988,0.1635,0.15502,0.1388,0.17756,0.1526,0.20952,0.1775,0.2057,0.1625
64,True,0.22995999455451965,0.1720999926328659,0.08914,0.0835,0.157,0.1466,0.13336,0.1215,0.14654,0.1291,0.18448,0.1585,0.17896,0.1504
64,False,0.2931399941444397,0.18209999799728394,0.0955,0.0933,0.16852,0.1549,0.14458,0.1325,0.16074,0.1482,0.2063,0.1683,0.20852,0.1604
64,False,0.2856000065803528,0.17430000007152557,0.09542,0.0944,0.16406,0.1501,0.13924,0.1257,0.15878,0.1412,0.20166,0.1617,0.20784,0.1538
64,False,0.2682400047779083,0.17110000550746918,0.0876,0.0847,0.1635,0.147,0.14304,0.1295,0.14858,0.136,0.19374,0.1579,0.19138,0.1482
64,False,0.29058000445365906,0.18310000002384186,0.09446,0.0912,0.1682,0.1563,0.14724,0.1382,0.15794,0.1399,0.20094,0.1637,0.21214,0.1623
64,False,0.21332000195980072,0.1468999981880188,0.07088,0.0691,0.13032,0.121,0.11756,0.1116,0.13354,0.1249,0.16084,0.1418,0.1615,0.1349
64,False,0.3136399984359741,0.1906999945640564,0.11016,0.1057,0.17892,0.1631,0.14014,0.1241,0.17144,0.15,0.21858,0.176,0.22136,0.1686
64,False,0.2721399962902069,0.17059999704360962,0.08918,0.0879,0.15948,0.1489,0.13432,0.1279,0.15382,0.139,0.18838,0.1622,0.19052,0.149
64,False,0.29989999532699585,0.17900000512599945,0.10118,0.0961,0.16738,0.1541,0.1457,0.1298,0.16274,0.1444,0.20808,0.1698,0.2138,0.1631
64,False,0.2472199946641922,0.16619999706745148,0.07898,0.0795,0.14952,0.1384,0.12902,0.123,0.15162,0.1358,0.1788,0.1549,0.17962,0.1493
64,False,0.3045400083065033,0.18930000066757202,0.1054,0.1006,0.17736,0.1625,0.14496,0.131,0.1691,0.1474,0.21444,0.1732,0.2185,0.1627
64,False,0.29556000232696533,0.18140000104904175,0.09714,0.0956,0.169,0.1568,0.14776,0.1346,0.16394,0.1456,0.20362,0.169,0.20958,0.1643
64,False,0.29510000348091125,0.1768999993801117,0.09932,0.0997,0.1734,0.1599,0.14844,0.1349,0.1607,0.1418,0.20636,0.1661,0.21404,0.159
64,False,0.2865599989891052,0.1881999969482422,0.09726,0.0962,0.16976,0.1551,0.14436,0.1288,0.1658,0.1465,0.20402,0.1647,0.2112,0.1596
64,False,0.292820006608963,0.17649999260902405,0.09926,0.0974,0.16958,0.161,0.1385,0.1284,0.1617,0.1398,0.20012,0.164,0.2095,0.1561
64,False,0.3167400062084198,0.1850000023841858,0.10956,0.1068,0.17514,0.1619,0.15164,0.1334,0.1632,0.1433,0.21568,0.1752,0.21856,0.1638
64,False,0.2457199990749359,0.1607999950647354,0.08608,0.0831,0.1521,0.1418,0.12698,0.119,0.14392,0.1302,0.1782,0.1481,0.1794,0.1471
64,False,0.2215999960899353,0.1460999995470047,0.07284,0.0708,0.14168,0.1292,0.12288,0.1115,0.1353,0.1229,0.16746,0.1417,0.16342,0.1298
64,False,0.31578001379966736,0.1981000006198883,0.10998,0.11,0.1788,0.1637,0.15366,0.1454,0.17012,0.1491,0.21854,0.1757,0.22174,0.1695
64,False,0.18848000466823578,0.13689999282360077,0.06362,0.0638,0.12928,0.1237,0.12116,0.1135,0.1266,0.1179,0.1488,0.1348,0.15032,0.1231
64,False,0.1881999969482422,0.1363999992609024,0.06512,0.0654,0.13318,0.1214,0.11948,0.1133,0.12566,0.1162,0.15596,0.1331,0.14908,0.1237
64,False,0.0738999992609024,0.07500000298023224,0.02246,0.0219,0.05888,0.0564,0.0452,0.0455,0.07094,0.0677,0.07892,0.0736,0.07642,0.0756
64,False,0.3155199885368347,0.1891999989748001,0.11042,0.1079,0.18008,0.1633,0.15426,0.1392,0.17876,0.1538,0.219,0.1733,0.22312,0.1701
64,False,0.2642199993133545,0.1703999936580658,0.08898,0.0849,0.16046,0.146,0.13774,0.1241,0.15364,0.1346,0.19194,0.1587,0.19722,0.1555
64,False,0.2485000044107437,0.15960000455379486,0.0885,0.0865,0.15182,0.1381,0.12494,0.1135,0.14956,0.1369,0.17782,0.1548,0.17668,0.1443
64,False,0.2527799904346466,0.16609999537467957,0.08762,0.0871,0.15208,0.1399,0.12412,0.1193,0.1467,0.1332,0.18032,0.1544,0.18702,0.1477
128,True,0.3968000113964081,0.1965000033378601,0.12866,0.1178,0.2139,0.1841,0.1785,0.1569,0.21174,0.1734,0.25436,0.1956,0.25772,0.1761
128,True,0.40073999762535095,0.19519999623298645,0.1323,0.1264,0.21698,0.1865,0.18184,0.1624,0.21322,0.1774,0.25862,0.197,0.26792,0.1785
128,True,0.39149999618530273,0.19910000264644623,0.12516,0.1182,0.21476,0.1887,0.1703,0.1521,0.20676,0.1723,0.24766,0.1973,0.25496,0.1777
128,True,0.40248000621795654,0.19339999556541443,0.12432,0.1177,0.21166,0.1869,0.17854,0.1575,0.20774,0.1727,0.2481,0.1918,0.2677,0.1822
128,True,0.3002200126647949,0.17820000648498535,0.09886,0.0954,0.18572,0.1662,0.15108,0.1399,0.18338,0.1643,0.2163,0.1867,0.2121,0.1614
128,True,0.3446199893951416,0.19580000638961792,0.10688,0.1033,0.20208,0.184,0.1666,0.1512,0.194,0.1687,0.23076,0.1898,0.23864,0.1741
128,True,0.401419997215271,0.2011999934911728,0.12286,0.1185,0.20844,0.1846,0.18308,0.1688,0.21644,0.1814,0.25306,0.1993,0.26302,0.1815
128,True,0.42410001158714294,0.19480000436306,0.13284,0.1266,0.21534,0.1844,0.18304,0.1609,0.21208,0.1765,0.25428,0.1966,0.2714,0.184
128,True,0.37577998638153076,0.18970000743865967,0.11158,0.1063,0.20476,0.1845,0.17034,0.1564,0.20334,0.1757,0.24166,0.1953,0.25176,0.1785
128,True,0.38317999243736267,0.19539999961853027,0.12816,0.125,0.21264,0.189,0.17872,0.1567,0.21158,0.1774,0.25166,0.1993,0.25702,0.1766
128,True,0.36987999081611633,0.1891999989748001,0.11888,0.1138,0.2069,0.1814,0.17062,0.1537,0.19778,0.1742,0.23974,0.1949,0.24314,0.1738
128,True,0.37918001413345337,0.19120000302791595,0.1135,0.1126,0.20462,0.1807,0.17204,0.1533,0.19816,0.1684,0.23668,0.1867,0.25368,0.1788
128,True,0.38095998764038086,0.19550000131130219,0.12216,0.1175,0.2103,0.1807,0.17252,0.1527,0.20834,0.1746,0.24738,0.193,0.25476,0.179
128,True,0.4101400077342987,0.19939999282360077,0.1312,0.1224,0.21424,0.186,0.17748,0.1566,0.21532,0.1772,0.25336,0.2017,0.269,0.1829
128,True,0.4006600081920624,0.19449999928474426,0.11866,0.1138,0.21146,0.1848,0.1858,0.1639,0.21092,0.1746,0.25442,0.195,0.26418,0.1744
128,True,0.3392600119113922,0.18979999423027039,0.1072,0.1026,0.19492,0.173,0.15612,0.1446,0.1799,0.1552,0.22086,0.1812,0.23224,0.1699
128,True,0.39983999729156494,0.19200000166893005,0.11542,0.1077,0.2079,0.1831,0.1781,0.1582,0.20008,0.1724,0.24124,0.1942,0.26208,0.1801
128,True,0.4070799946784973,0.19009999930858612,0.12374,0.1207,0.21398,0.1871,0.18038,0.1628,0.20746,0.1744,0.24914,0.1959,0.2569,0.1789
128,True,0.35565999150276184,0.19529999792575836,0.11122,0.1095,0.2036,0.1854,0.16996,0.1527,0.20108,0.1692,0.23992,0.1921,0.24762,0.1743
128,True,0.38989999890327454,0.19249999523162842,0.12078,0.1147,0.2121,0.1872,0.18246,0.1622,0.2117,0.1763,0.25556,0.1964,0.2602,0.1794
128,True,0.3958199918270111,0.19449999928474426,0.12902,0.1207,0.2162,0.1906,0.18358,0.1676,0.21286,0.1762,0.25672,0.1975,0.26218,0.1836
128,True,0.3853999972343445,0.1973000019788742,0.12316,0.1194,0.21192,0.1862,0.17374,0.1515,0.19976,0.1671,0.24232,0.1919,0.25296,0.1762
128,True,0.39386001229286194,0.19920000433921814,0.1311,0.1198,0.21256,0.1886,0.1716,0.1531,0.2099,0.1756,0.25018,0.1962,0.2616,0.1795
128,True,0.39809998869895935,0.19280000030994415,0.12672,0.1173,0.21294,0.1886,0.1838,0.162,0.20892,0.1726,0.25134,0.199,0.26356,0.1785
128,True,0.36649999022483826,0.19439999759197235,0.11686,0.1107,0.20286,0.1852,0.16552,0.1453,0.19812,0.1687,0.23716,0.191,0.2447,0.1809
128,False,0.5047799944877625,0.17810000479221344,0.12912,0.1225,0.2037,0.1823,0.18142,0.1562,0.21056,0.17,0.26248,0.187,0.30196,0.1735
128,False,0.29368001222610474,0.14259999990463257,0.07216,0.0738,0.1425,0.1277,0.13048,0.1191,0.14804,0.1342,0.18186,0.1556,0.19462,0.1395
128,False,0.4848000109195709,0.17440000176429749,0.11334,0.1063,0.20038,0.1753,0.17852,0.157,0.20028,0.1729,0.25286,0.1902,0.28828,0.1772
128,False,0.47501999139785767,0.1729000061750412,0.11028,0.1082,0.1989,0.1752,0.16842,0.1476,0.19296,0.1619,0.24444,0.1807,0.28312,0.1709
128,False,0.48914000391960144,0.1867000013589859,0.12494,0.1172,0.20332,0.178,0.17714,0.1549,0.20598,0.1708,0.2607,0.1918,0.29754,0.1763
128,False,0.4973599910736084,0.18719999492168427,0.1223,0.1152,0.20462,0.1803,0.17416,0.1542,0.20512,0.1752,0.2588,0.1916,0.30146,0.1787
128,False,0.49202001094818115,0.1738000065088272,0.12174,0.1165,0.20192,0.1789,0.17508,0.1546,0.20778,0.171,0.25528,0.1845,0.28288,0.168
128,False,0.3916800022125244,0.15809999406337738,0.0932,0.0912,0.17396,0.1594,0.15108,0.1361,0.1756,0.1519,0.21942,0.1694,0.24184,0.1508
128,False,0.4872399866580963,0.1762000024318695,0.112,0.1107,0.1978,0.1792,0.16766,0.1496,0.1998,0.173,0.24846,0.1863,0.28952,0.1718
128,False,0.4553000032901764,0.17319999635219574,0.10216,0.0992,0.19028,0.1707,0.15724,0.1401,0.18606,0.1647,0.23602,0.1752,0.26622,0.1655
128,False,0.4531799852848053,0.17139999568462372,0.10046,0.0998,0.1886,0.1679,0.16122,0.1508,0.18664,0.157,0.23344,0.1781,0.27088,0.1685
128,False,0.39337998628616333,0.16060000658035278,0.09248,0.0886,0.17042,0.1545,0.14734,0.1355,0.16972,0.1474,0.21082,0.167,0.23078,0.1488
128,False,0.4798400104045868,0.17759999632835388,0.11238,0.1114,0.19592,0.1779,0.16894,0.1502,0.19678,0.1668,0.25008,0.1832,0.2853,0.1689
128,False,0.48465999960899353,0.17820000648498535,0.11474,0.1093,0.19748,0.1774,0.16996,0.1476,0.1949,0.1669,0.25256,0.1851,0.29432,0.1719
128,False,0.471780002117157,0.17020000517368317,0.10604,0.1019,0.19382,0.1715,0.1645,0.1478,0.19274,0.1653,0.24348,0.1834,0.27766,0.1686
128,False,0.4865800142288208,0.17710000276565552,0.11398,0.1105,0.19702,0.1773,0.17342,0.1541,0.19588,0.1702,0.24838,0.1853,0.29234,0.1748
128,False,0.46244001388549805,0.16699999570846558,0.10744,0.1038,0.19038,0.1656,0.15802,0.1381,0.18786,0.1569,0.24162,0.1764,0.2773,0.1629
128,False,0.5050600171089172,0.17890000343322754,0.12508,0.1173,0.20374,0.1823,0.18142,0.1633,0.21184,0.1778,0.2638,0.1893,0.29894,0.1709
128,False,0.4818800091743469,0.17820000648498535,0.12094,0.1143,0.2056,0.1784,0.16626,0.1466,0.19568,0.1643,0.24808,0.1857,0.28708,0.1738
128,False,0.48333999514579773,0.17219999432563782,0.1107,0.1056,0.19994,0.178,0.17478,0.1515,0.19938,0.1706,0.24948,0.1885,0.289,0.1709
128,False,0.4848800003528595,0.17409999668598175,0.12104,0.1135,0.2037,0.1798,0.17116,0.1524,0.1986,0.1706,0.25464,0.1855,0.2974,0.1727
128,False,0.45037999749183655,0.1679999977350235,0.09776,0.0963,0.18762,0.1685,0.16424,0.1517,0.18468,0.1615,0.23548,0.1754,0.26836,0.1631
128,False,0.4926399886608124,0.18809999525547028,0.11972,0.1158,0.204,0.1811,0.17902,0.1557,0.20414,0.1708,0.25976,0.197,0.28916,0.1763
128,False,0.5048800110816956,0.1770000010728836,0.1217,0.117,0.20324,0.1771,0.1687,0.1504,0.1978,0.1672,0.256,0.1901,0.3,0.1731
128,False,0.5040199756622314,0.18539999425411224,0.12704,0.1236,0.20398,0.1826,0.18766,0.1648,0.20582,0.1706,0.26596,0.1919,0.29888,0.1725
256,True,0.5263199806213379,0.18050000071525574,0.12642,0.1197,0.23938,0.2013,0.1742,0.156,0.22578,0.1841,0.27384,0.2056,0.29238,0.1763
256,True,0.600380003452301,0.18790000677108765,0.144,0.1319,0.25096,0.2048,0.18504,0.162,0.24456,0.1908,0.29342,0.2095,0.31912,0.1816
256,True,0.5421000123023987,0.17829999327659607,0.1309,0.128,0.24162,0.2014,0.1853,0.1651,0.22598,0.1886,0.27724,0.2076,0.30116,0.1789
256,True,0.5969600081443787,0.1842000037431717,0.14186,0.1352,0.2486,0.2072,0.18622,0.1627,0.24394,0.1936,0.29308,0.2116,0.33024,0.1834
256,True,0.5780799984931946,0.18449999392032623,0.13474,0.1282,0.24568,0.2038,0.1904,0.1708,0.23744,0.19,0.29138,0.2139,0.32566,0.1802
256,True,0.5163000226020813,0.18000000715255737,0.12162,0.1134,0.2361,0.1968,0.16992,0.1529,0.22834,0.1859,0.27324,0.2022,0.2972,0.1758
256,True,0.54830002784729,0.19030000269412994,0.14196,0.1344,0.24732,0.207,0.18538,0.1607,0.24352,0.1965,0.29538,0.2117,0.32058,0.1863
256,True,0.5218200087547302,0.18129999935626984,0.12904,0.1247,0.24134,0.1999,0.18242,0.1635,0.23482,0.1892,0.2864,0.2122,0.2917,0.1747
256,True,0.5899199843406677,0.18619999289512634,0.13888,0.133,0.2475,0.2051,0.19396,0.1686,0.2335,0.1889,0.29002,0.212,0.32386,0.1855
256,True,0.5335000157356262,0.1800999939441681,0.13374,0.1264,0.24236,0.2028,0.17718,0.1574,0.23386,0.191,0.27974,0.2071,0.29786,0.1756
256,True,0.4969800114631653,0.18080000579357147,0.1198,0.1176,0.23938,0.1976,0.18048,0.1623,0.2267,0.1913,0.27022,0.1995,0.28798,0.1703
256,True,0.5641000270843506,0.1776999980211258,0.13668,0.1292,0.24332,0.2022,0.18806,0.1653,0.24236,0.1899,0.28576,0.2033,0.30618,0.1704
256,True,0.5409200191497803,0.18400000035762787,0.12796,0.12,0.2435,0.2033,0.1829,0.1643,0.23532,0.1892,0.28624,0.2095,0.30234,0.1771
256,True,0.5336599946022034,0.18850000202655792,0.12682,0.1203,0.24492,0.2055,0.1867,0.1658,0.23602,0.1879,0.28904,0.2094,0.30294,0.1768
256,True,0.5740799903869629,0.1858000010251999,0.1287,0.1232,0.2441,0.2058,0.1907,0.1681,0.2365,0.1933,0.2846,0.214,0.32318,0.1828
256,True,0.575760006904602,0.18950000405311584,0.1349,0.1267,0.24396,0.2071,0.18132,0.1615,0.23782,0.1927,0.28718,0.2119,0.317,0.1799
256,True,0.5578200221061707,0.1843000054359436,0.13216,0.1238,0.24374,0.2027,0.18838,0.1664,0.23576,0.1904,0.28846,0.2107,0.32258,0.1887
256,True,0.573199987411499,0.18780000507831573,0.1422,0.1313,0.2496,0.2047,0.1841,0.1621,0.24186,0.1899,0.2921,0.2103,0.31598,0.1845
