position,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
alternating,False,0.7054799795150757,0.15950000286102295,0.11002,0.1062,0.20226,0.1752,0.17354,0.1543,0.21466,0.1806,0.28162,0.1964,0.36564,0.1774
alternating,False,0.6886799931526184,0.16830000281333923,0.11476,0.1133,0.2076,0.1812,0.18416,0.1616,0.22724,0.181,0.29442,0.1945,0.39024,0.1727
alternating,False,0.6952400207519531,0.16359999775886536,0.11682,0.1113,0.21302,0.1763,0.18132,0.16,0.22014,0.175,0.28914,0.1938,0.3797,0.176
front,True,0.8538200259208679,0.16910000145435333,0.21504,0.1629,0.2078,0.1572,0.18234,0.1577,0.22734,0.181,0.27766,0.1928,0.4125,0.1867
front,True,0.8515999913215637,0.17260000109672546,0.2116,0.1657,0.20818,0.1627,0.18316,0.1539,0.22902,0.18,0.2699,0.1866,0.41442,0.1961
front,True,0.8329799771308899,0.16449999809265137,0.21496,0.1606,0.2087,0.1596,0.17544,0.1535,0.22244,0.1781,0.26968,0.1825,0.39798,0.1814
front,True,0.8633000254631042,0.1648000031709671,0.2126,0.158,0.20774,0.1605,0.17626,0.155,0.22686,0.1823,0.27378,0.188,0.41174,0.1915
front,True,0.8448600172996521,0.16439999639987946,0.21224,0.1619,0.20584,0.1589,0.18142,0.1512,0.21874,0.1721,0.27058,0.182,0.4057,0.1859
front,True,0.8535599708557129,0.16529999673366547,0.21482,0.1624,0.20814,0.1601,0.18162,0.1565,0.2248,0.1798,0.2738,0.1867,0.41302,0.1917
front,True,0.8436800241470337,0.17159999907016754,0.2121,0.159,0.21066,0.1628,0.1801,0.1568,0.22454,0.1814,0.2752,0.1886,0.4067,0.1835
