reservoir_layer_scaling_factor,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
2,True,0.8454999923706055,0.4650000035762787,0.45168,0.4373,0.52968,0.4891,0.52902,0.4783,0.60278,0.5,0.64136,0.502,0.72538,0.4715
2,True,0.8642600178718567,0.4607999920845032,0.43302,0.4222,0.52132,0.4846,0.52834,0.4733,0.60218,0.4992,0.65218,0.504,0.74714,0.4737
2,True,0.8694800138473511,0.45890000462532043,0.44174,0.427,0.5226,0.4863,0.5339,0.4757,0.61036,0.4953,0.65238,0.5011,0.74108,0.4627
2,True,0.8606200218200684,0.4699999988079071,0.45124,0.4332,0.52728,0.4852,0.53536,0.4731,0.61236,0.4942,0.65982,0.4999,0.75618,0.4727
2,True,0.855679988861084,0.45239999890327454,0.44026,0.4314,0.52396,0.4855,0.52834,0.4775,0.60908,0.4888,0.65394,0.4918,0.72792,0.4536
2,True,0.8514000177383423,0.4535999894142151,0.44132,0.432,0.52478,0.4837,0.52686,0.4772,0.60116,0.5017,0.64652,0.5026,0.72252,0.4729
2,True,0.858780026435852,0.47049999237060547,0.44808,0.427,0.52758,0.491,0.53682,0.484,0.61726,0.503,0.66514,0.5049,0.75454,0.4687
2,True,0.8611199855804443,0.46160000562667847,0.44426,0.429,0.52452,0.4888,0.53748,0.4889,0.62014,0.5012,0.66422,0.5064,0.74446,0.4672
2,True,0.8674799799919128,0.4641000032424927,0.444,0.4304,0.5236,0.4826,0.53332,0.4752,0.6111,0.4942,0.6622,0.4987,0.74126,0.4666
2,True,0.8504800200462341,0.4717999994754791,0.4436,0.4259,0.5274,0.4897,0.53914,0.4864,0.61522,0.502,0.65856,0.5043,0.7582,0.4786
2,True,0.8720399737358093,0.46630001068115234,0.43784,0.4204,0.52564,0.4859,0.54546,0.4829,0.62066,0.4978,0.6634,0.5011,0.73462,0.4627
2,True,0.8630800247192383,0.4544000029563904,0.43192,0.4144,0.52014,0.4858,0.53184,0.486,0.60188,0.4962,0.65164,0.5024,0.74496,0.4644
2,True,0.8569200038909912,0.46380001306533813,0.42824,0.414,0.52148,0.4858,0.52398,0.4725,0.59394,0.4963,0.64184,0.5047,0.7345,0.4692
2,True,0.8605200052261353,0.46239998936653137,0.45346,0.4364,0.52832,0.4914,0.53984,0.4838,0.61816,0.5015,0.6611,0.5038,0.75934,0.4659
2,True,0.8702399730682373,0.4733000099658966,0.44982,0.4271,0.52918,0.49,0.54406,0.4833,0.62848,0.5064,0.68174,0.5086,0.75416,0.4837
2,False,0.8949000239372253,0.4553999900817871,0.43626,0.4223,0.53396,0.49,0.60294,0.4837,0.69678,0.4808,0.81996,0.4766,0.85962,0.4553
2,False,0.8790799975395203,0.454800009727478,0.43588,0.4224,0.53352,0.4872,0.58846,0.4863,0.6819,0.4803,0.80884,0.4709,0.85834,0.4512
2,False,0.8889600038528442,0.4652999937534332,0.43306,0.4269,0.53264,0.4901,0.59464,0.4872,0.70456,0.4886,0.83654,0.4817,0.87382,0.4669
2,False,0.8877400159835815,0.4560000002384186,0.43018,0.416,0.5301,0.4915,0.57478,0.4842,0.65904,0.4805,0.77924,0.4717,0.82064,0.4538
2,False,0.8774799704551697,0.445499986410141,0.41314,0.4082,0.51748,0.4879,0.56882,0.4852,0.65452,0.4799,0.78426,0.472,0.84832,0.4517
2,False,0.8826199769973755,0.4560000002384186,0.419,0.4065,0.52458,0.4922,0.56524,0.4794,0.66188,0.4871,0.80734,0.4724,0.85982,0.4539
2,False,0.8833799958229065,0.45820000767707825,0.42172,0.4121,0.5275,0.4924,0.57988,0.4871,0.67556,0.4868,0.80686,0.4793,0.86206,0.4605
2,False,0.8831200003623962,0.45210000872612,0.42536,0.4125,0.52096,0.4827,0.56728,0.4748,0.6576,0.469,0.80352,0.4667,0.85772,0.4492
2,False,0.8792200088500977,0.46050000190734863,0.42894,0.4152,0.53152,0.4919,0.58338,0.4885,0.66784,0.4912,0.79686,0.4778,0.85006,0.4579
2,False,0.8822799921035767,0.44859999418258667,0.4225,0.4139,0.52102,0.4839,0.5757,0.4812,0.67154,0.4843,0.80766,0.4726,0.87204,0.4502
2,False,0.8750200271606445,0.45969998836517334,0.40934,0.4079,0.51582,0.4852,0.55958,0.4786,0.64226,0.478,0.7806,0.4694,0.84476,0.4487
2,False,0.8542600274085999,0.429500013589859,0.4038,0.3912,0.50262,0.4715,0.5318,0.4693,0.60126,0.4731,0.7254,0.4639,0.79542,0.4393
2,False,0.8801199793815613,0.4587000012397766,0.42616,0.4185,0.52618,0.4886,0.58026,0.4856,0.67948,0.4859,0.79672,0.4684,0.84266,0.4498
2,False,0.8716800212860107,0.44679999351501465,0.41256,0.3956,0.52308,0.4822,0.56934,0.4723,0.65946,0.4713,0.78918,0.4629,0.84314,0.4429
2,False,0.8762800097465515,0.4578000009059906,0.43194,0.4245,0.52412,0.491,0.57852,0.4819,0.67228,0.48,0.79508,0.4792,0.84262,0.4645
2,False,0.8663600087165833,0.4505999982357025,0.42176,0.4107,0.5234,0.4888,0.55616,0.4807,0.6399,0.4909,0.75974,0.4802,0.8175,0.4542
2,False,0.8673400282859802,0.4546000063419342,0.42312,0.4196,0.51924,0.4839,0.55074,0.4774,0.6413,0.4884,0.7557,0.4748,0.81378,0.4502
2,False,0.8853600025177002,0.4537999927997589,0.42142,0.4154,0.52354,0.4848,0.57764,0.4798,0.68368,0.4843,0.8149,0.4689,0.87152,0.4507
2,False,0.8855199813842773,0.4684999883174896,0.42794,0.415,0.53266,0.491,0.59486,0.4912,0.68984,0.4845,0.80516,0.4865,0.84318,0.4675
2,False,0.8813199996948242,0.4494999945163727,0.4081,0.3998,0.52022,0.4807,0.5678,0.4728,0.65768,0.4805,0.78716,0.4668,0.85046,0.4476
2,False,0.8726400136947632,0.4374000132083893,0.41336,0.4046,0.51166,0.4807,0.5448,0.4701,0.62262,0.4768,0.74564,0.4668,0.81618,0.4487
2,False,0.8273599743843079,0.4259999990463257,0.3856,0.379,0.4926,0.4667,0.49876,0.457,0.54998,0.4614,0.65648,0.4648,0.76724,0.439
2,False,0.8762400150299072,0.4560999870300293,0.43436,0.4207,0.5331,0.4917,0.5706,0.484,0.65544,0.4861,0.76908,0.4771,0.81372,0.4512
2,False,0.8803200125694275,0.45350000262260437,0.43262,0.4184,0.53042,0.4842,0.5904,0.4815,0.68464,0.4771,0.80334,0.4682,0.84876,0.4521
2,False,0.8781599998474121,0.46230000257492065,0.43084,0.4196,0.52762,0.4883,0.57928,0.4861,0.66966,0.4871,0.7991,0.4734,0.8495,0.4559
4,True,0.8197000026702881,0.46140000224113464,0.44856,0.4333,0.553,0.4927,0.51818,0.4722,0.60836,0.4946,0.66202,0.5027,0.72004,0.4633
4,True,0.7849599719047546,0.46779999136924744,0.42914,0.4168,0.54322,0.4951,0.5054,0.4703,0.5809,0.4965,0.63468,0.5065,0.69044,0.4582
4,True,0.8000400066375732,0.45899999141693115,0.44882,0.434,0.56014,0.5036,0.52854,0.4748,0.61016,0.5058,0.66442,0.51,0.72336,0.4688
4,True,0.8299999833106995,0.45890000462532043,0.43924,0.4235,0.54858,0.4988,0.5244,0.4746,0.59778,0.4988,0.65072,0.5029,0.72132,0.4596
4,True,0.8202400207519531,0.46219998598098755,0.43748,0.419,0.55214,0.4965,0.5235,0.479,0.60086,0.5019,0.6536,0.5113,0.71762,0.4707
4,True,0.8162000179290771,0.461899995803833,0.43868,0.4168,0.55262,0.4958,0.51718,0.4689,0.6082,0.4947,0.66624,0.5015,0.73146,0.4657
4,True,0.8189200162887573,0.46549999713897705,0.44294,0.4267,0.55448,0.4956,0.52608,0.4757,0.60584,0.4941,0.6597,0.5,0.7109,0.4616
4,True,0.8147799968719482,0.4625000059604645,0.42342,0.4066,0.54948,0.4991,0.51886,0.4751,0.59904,0.4918,0.65414,0.5011,0.72276,0.4693
4,True,0.8030200004577637,0.45419999957084656,0.43318,0.421,0.54648,0.4888,0.50794,0.4706,0.5867,0.4938,0.64222,0.4964,0.70056,0.4653
4,True,0.8045799732208252,0.44670000672340393,0.43046,0.417,0.54346,0.4912,0.5074,0.4631,0.58088,0.4898,0.63328,0.4967,0.70246,0.4515
4,True,0.784500002861023,0.4560000002384186,0.43334,0.4174,0.54272,0.4958,0.49918,0.4735,0.56964,0.4963,0.6197,0.5027,0.67712,0.4591
4,True,0.8008800148963928,0.4611000120639801,0.44056,0.4234,0.54618,0.4954,0.5077,0.4673,0.5939,0.4971,0.64434,0.4964,0.69546,0.4637
4,True,0.8380799889564514,0.4684999883174896,0.44402,0.4263,0.55686,0.4993,0.53156,0.4791,0.61774,0.5009,0.67518,0.5045,0.72974,0.4673
4,True,0.8299800157546997,0.45989999175071716,0.43802,0.425,0.55176,0.4978,0.5252,0.4779,0.59912,0.4981,0.65426,0.5082,0.717,0.4672
4,True,0.8034800291061401,0.46000000834465027,0.44302,0.4293,0.5503,0.4967,0.51912,0.4738,0.59536,0.4967,0.65388,0.5009,0.70716,0.4664
4,True,0.7601400017738342,0.4424000084400177,0.41196,0.4064,0.52876,0.4843,0.47804,0.4591,0.54484,0.4805,0.59202,0.4859,0.65202,0.4459
4,True,0.8194800019264221,0.46549999713897705,0.43606,0.4195,0.54904,0.4959,0.50984,0.4773,0.58522,0.5005,0.6406,0.5004,0.71202,0.4701
4,True,0.8348199725151062,0.447299987077713,0.43818,0.4286,0.54794,0.5009,0.52452,0.4782,0.59892,0.499,0.65418,0.5038,0.71464,0.4624
4,True,0.8280400037765503,0.461899995803833,0.45146,0.4301,0.5575,0.4977,0.53512,0.4789,0.60996,0.4987,0.6692,0.5021,0.72926,0.4615
4,True,0.8040199875831604,0.45910000801086426,0.44592,0.4326,0.54922,0.494,0.51378,0.472,0.58934,0.4897,0.64586,0.4967,0.69878,0.4572
4,True,0.8168399930000305,0.4560000002384186,0.43492,0.4237,0.54738,0.4921,0.51212,0.4718,0.58616,0.5003,0.63524,0.5046,0.69192,0.4634
4,True,0.8255800008773804,0.46389999985694885,0.45368,0.4409,0.56002,0.5066,0.53362,0.4755,0.6105,0.4972,0.66626,0.5027,0.7302,0.4662
4,True,0.8014400005340576,0.4611000120639801,0.42892,0.4183,0.54104,0.4977,0.50408,0.4751,0.58112,0.4931,0.63276,0.5011,0.68256,0.4658
4,True,0.796019971370697,0.4478999972343445,0.42662,0.4124,0.54462,0.4936,0.50198,0.4642,0.57754,0.4923,0.6279,0.4987,0.67882,0.4544
4,True,0.8138200044631958,0.46309998631477356,0.43486,0.4185,0.54952,0.4999,0.51752,0.4689,0.60046,0.4977,0.65962,0.5048,0.72256,0.46
4,False,0.8746399879455566,0.4397999942302704,0.41226,0.4084,0.5336,0.4856,0.5512,0.4667,0.6263,0.474,0.76096,0.467,0.80946,0.4422
4,False,0.8748599886894226,0.4523000121116638,0.41706,0.4116,0.54108,0.487,0.55916,0.4786,0.63694,0.4769,0.788,0.4722,0.84578,0.4495
4,False,0.8727200031280518,0.4542999863624573,0.4279,0.4188,0.55076,0.4962,0.59138,0.4783,0.68004,0.4804,0.81412,0.4765,0.85456,0.4563
4,False,0.8555999994277954,0.4388999938964844,0.4098,0.4025,0.51684,0.4804,0.52428,0.4583,0.58628,0.4689,0.7186,0.4645,0.77222,0.4373
4,False,0.847320020198822,0.4255000054836273,0.39176,0.3825,0.50484,0.4712,0.49318,0.4492,0.54536,0.4644,0.68206,0.4653,0.78946,0.4312
4,False,0.8443400263786316,0.436599999666214,0.39616,0.385,0.50538,0.4743,0.50232,0.4552,0.55502,0.4635,0.68976,0.4614,0.7651,0.4295
4,False,0.8568400144577026,0.4253000020980835,0.39846,0.3856,0.51326,0.4706,0.5086,0.457,0.5647,0.4686,0.70226,0.4626,0.79426,0.43
4,False,0.867579996585846,0.44690001010894775,0.40986,0.4017,0.54028,0.4904,0.55496,0.4667,0.63116,0.4757,0.76502,0.4765,0.80788,0.4441
4,False,0.853659987449646,0.4422000050544739,0.39668,0.3905,0.52438,0.4767,0.52924,0.4579,0.5933,0.4742,0.7377,0.4668,0.8128,0.4368
4,False,0.862060010433197,0.4490000009536743,0.41932,0.4056,0.54302,0.4881,0.56884,0.4675,0.63864,0.4749,0.76092,0.4734,0.8068,0.4508
4,False,0.8687599897384644,0.43630000948905945,0.41372,0.4087,0.52004,0.4823,0.52654,0.4718,0.59136,0.4803,0.73264,0.4652,0.79236,0.4363
4,False,0.8504199981689453,0.4440000057220459,0.3995,0.3882,0.52766,0.4777,0.53162,0.4674,0.60138,0.4715,0.73156,0.4656,0.79266,0.4372
4,False,0.847000002861023,0.4163999855518341,0.3947,0.3832,0.5106,0.4753,0.50032,0.4603,0.55918,0.468,0.68966,0.4654,0.75872,0.4261
4,False,0.8846799731254578,0.450300008058548,0.41662,0.4015,0.5344,0.4813,0.56042,0.4688,0.64434,0.4752,0.8004,0.4709,0.85198,0.4439
4,False,0.8758400082588196,0.4417000114917755,0.4192,0.4105,0.52986,0.4811,0.5521,0.466,0.63746,0.4728,0.78494,0.4629,0.8482,0.4444
4,False,0.874019980430603,0.44269999861717224,0.4135,0.4126,0.53712,0.4859,0.55466,0.474,0.63514,0.4812,0.78296,0.4665,0.829,0.4458
4,False,0.8570200204849243,0.4318000078201294,0.40594,0.3966,0.52032,0.4852,0.5148,0.4595,0.56712,0.4733,0.70108,0.4707,0.77372,0.4362
4,False,0.8725200295448303,0.44670000672340393,0.41236,0.3998,0.53118,0.4875,0.55214,0.4698,0.62052,0.4739,0.76362,0.469,0.82264,0.4514
4,False,0.8679999709129333,0.45239999890327454,0.41458,0.4102,0.53742,0.4886,0.56662,0.4768,0.6497,0.4732,0.78776,0.4672,0.83234,0.4442
4,False,0.886139988899231,0.4602999985218048,0.43004,0.4191,0.55072,0.4955,0.59078,0.4792,0.68226,0.4824,0.81462,0.4773,0.85544,0.46
4,False,0.8811799883842468,0.459199994802475,0.41954,0.4132,0.54344,0.4912,0.57792,0.4797,0.66406,0.4795,0.80646,0.4765,0.86342,0.4591
4,False,0.8804000020027161,0.45329999923706055,0.43184,0.4195,0.55028,0.4955,0.59874,0.4818,0.6829,0.4879,0.8169,0.4792,0.85268,0.4538
4,False,0.8691999912261963,0.4471000134944916,0.41372,0.4051,0.53244,0.4872,0.5406,0.4641,0.6155,0.4789,0.76142,0.4669,0.82152,0.4457
4,False,0.873420000076294,0.44589999318122864,0.42054,0.4132,0.54284,0.4879,0.57398,0.4724,0.64894,0.4855,0.77188,0.4765,0.8029,0.4516
4,False,0.8473799824714661,0.43320000171661377,0.3984,0.3896,0.51648,0.4774,0.51362,0.4584,0.57462,0.4674,0.71524,0.4621,0.7972,0.4321
8,True,0.7828800082206726,0.46480000019073486,0.45064,0.4338,0.58512,0.5038,0.51928,0.4662,0.60318,0.4883,0.68194,0.4976,0.70754,0.4635
8,True,0.7672200202941895,0.46000000834465027,0.44064,0.4261,0.58514,0.5058,0.51998,0.4757,0.59742,0.4991,0.67148,0.5032,0.67678,0.4555
8,True,0.7929400205612183,0.4611000120639801,0.44572,0.4247,0.58646,0.5032,0.51894,0.4728,0.5964,0.4939,0.67246,0.4969,0.6863,0.4662
8,True,0.7251999974250793,0.43650001287460327,0.40686,0.4005,0.5679,0.4911,0.48194,0.449,0.55396,0.4826,0.6279,0.4862,0.64024,0.437
8,True,0.7562000155448914,0.4555000066757202,0.42928,0.4172,0.5789,0.4993,0.5004,0.4676,0.57916,0.4943,0.65528,0.5003,0.65238,0.4469
8,True,0.7202600240707397,0.44830000400543213,0.42646,0.4116,0.56364,0.4906,0.47876,0.451,0.54782,0.4828,0.62046,0.486,0.64842,0.4462
8,True,0.7634000182151794,0.4602999985218048,0.4392,0.4187,0.58462,0.4975,0.50676,0.4619,0.5847,0.4959,0.66198,0.5057,0.6737,0.4594
8,True,0.7287399768829346,0.4602000117301941,0.42076,0.4041,0.57316,0.4969,0.4914,0.4585,0.56868,0.4957,0.63688,0.5016,0.64062,0.4547
8,True,0.7548400163650513,0.45489999651908875,0.41934,0.4007,0.5726,0.4956,0.49436,0.4614,0.56874,0.4898,0.64956,0.492,0.6946,0.4483
8,True,0.7615200281143188,0.460099995136261,0.42742,0.4108,0.57588,0.5013,0.50098,0.4641,0.58146,0.4909,0.65554,0.4953,0.67092,0.4541
8,True,0.7602800130844116,0.46000000834465027,0.41848,0.403,0.5751,0.4977,0.49154,0.4682,0.5691,0.4965,0.64174,0.502,0.66712,0.4596
8,True,0.7702400088310242,0.4740999937057495,0.44588,0.427,0.59306,0.5057,0.53052,0.4707,0.6137,0.4988,0.6943,0.5059,0.709,0.4679
8,True,0.725820004940033,0.4648999869823456,0.42844,0.4077,0.57028,0.4932,0.49438,0.4542,0.55974,0.4864,0.6356,0.4961,0.662,0.4512
8,True,0.7550600171089172,0.4562000036239624,0.42692,0.4134,0.57654,0.4987,0.50374,0.4622,0.58264,0.4917,0.65842,0.4963,0.68712,0.453
8,True,0.750540018081665,0.4699999988079071,0.44424,0.4244,0.58426,0.5002,0.51344,0.4661,0.58788,0.4943,0.66176,0.506,0.67454,0.4656
8,True,0.7695800065994263,0.46470001339912415,0.43902,0.4233,0.58436,0.5037,0.50998,0.4735,0.58892,0.4969,0.66462,0.5111,0.68038,0.4598
8,True,0.7311599850654602,0.4544999897480011,0.41498,0.3984,0.5717,0.496,0.48586,0.4573,0.56404,0.4916,0.63884,0.4973,0.66372,0.4583
8,True,0.7135400176048279,0.44440001249313354,0.41482,0.4076,0.55876,0.4878,0.47208,0.4478,0.53322,0.4819,0.60844,0.4932,0.63266,0.4476
8,True,0.7063999772071838,0.45820000767707825,0.40686,0.3986,0.56072,0.4853,0.48188,0.4517,0.55286,0.4796,0.62692,0.4835,0.6377,0.4445
8,True,0.7539600133895874,0.44929999113082886,0.42468,0.409,0.56788,0.491,0.49166,0.4601,0.56372,0.4849,0.64528,0.4912,0.67318,0.4473
8,True,0.7425400018692017,0.4422999918460846,0.4276,0.4159,0.56626,0.4867,0.48082,0.4583,0.55518,0.4832,0.62666,0.4859,0.65376,0.4399
8,True,0.7618200182914734,0.45489999651908875,0.42766,0.4117,0.57828,0.5,0.50624,0.4638,0.5847,0.4992,0.66378,0.5046,0.6888,0.4507
8,True,0.7042999863624573,0.44690001010894775,0.40382,0.3912,0.56188,0.4882,0.48102,0.4506,0.5498,0.4822,0.62118,0.4884,0.62894,0.4398
8,True,0.7330800294876099,0.44699999690055847,0.4309,0.4202,0.56922,0.4939,0.4875,0.4491,0.56556,0.4832,0.63554,0.4873,0.64966,0.4475
8,True,0.7406399846076965,0.4580000042915344,0.42512,0.4131,0.57412,0.4944,0.48754,0.4558,0.56496,0.4923,0.64012,0.4942,0.65874,0.4497
8,False,0.8228399753570557,0.40630000829696655,0.37664,0.3696,0.4953,0.4501,0.4621,0.4312,0.50552,0.4477,0.63552,0.4501,0.68374,0.415
8,False,0.8345199823379517,0.39879998564720154,0.37728,0.3704,0.48268,0.4436,0.45286,0.4221,0.49322,0.4463,0.64866,0.4379,0.7617,0.4072
8,False,0.7832800149917603,0.38960000872612,0.36386,0.356,0.4791,0.4421,0.44022,0.4106,0.48462,0.4373,0.62186,0.4347,0.69426,0.4018
8,False,0.8285800218582153,0.42250001430511475,0.39708,0.3868,0.5279,0.4789,0.51218,0.4641,0.56134,0.4673,0.70212,0.4588,0.75194,0.4271
8,False,0.78302001953125,0.3743000030517578,0.37888,0.3714,0.46804,0.4399,0.44306,0.4202,0.47422,0.4331,0.61266,0.4223,0.69326,0.3928
8,False,0.769860029220581,0.3862000107765198,0.36214,0.3545,0.48568,0.4492,0.4378,0.4107,0.48376,0.442,0.59184,0.4431,0.6413,0.4038
8,False,0.7609599828720093,0.3695000112056732,0.37632,0.3679,0.45642,0.4261,0.42488,0.4038,0.46182,0.4188,0.57998,0.4184,0.64524,0.3769
8,False,0.6349800229072571,0.36730000376701355,0.33816,0.3355,0.43042,0.409,0.38308,0.3686,0.43638,0.4124,0.52526,0.4091,0.56882,0.3804
8,False,0.8050000071525574,0.3995000123977661,0.38864,0.3819,0.50162,0.4496,0.46318,0.4307,0.51316,0.4445,0.64478,0.4432,0.71752,0.4113
8,False,0.850820004940033,0.44209998846054077,0.41102,0.4049,0.53736,0.4771,0.52976,0.4606,0.58952,0.4692,0.76006,0.4635,0.81894,0.4375
8,False,0.8229799866676331,0.3772999942302704,0.37728,0.3728,0.4719,0.4481,0.43248,0.4166,0.47984,0.4411,0.61562,0.4353,0.72832,0.398
8,False,0.8325999975204468,0.39559999108314514,0.38706,0.3827,0.4987,0.4611,0.46842,0.4415,0.51472,0.4572,0.64852,0.4516,0.71182,0.4141
8,False,0.7949600219726562,0.3783999979496002,0.36278,0.3542,0.46678,0.4358,0.42698,0.4117,0.47,0.4348,0.58476,0.4297,0.6723,0.3985
8,False,0.8455399870872498,0.4228000044822693,0.3962,0.3853,0.518,0.4742,0.50298,0.46,0.55678,0.4681,0.72054,0.4633,0.80052,0.4257
8,False,0.8001999855041504,0.38830000162124634,0.37896,0.3709,0.48604,0.4446,0.44788,0.4273,0.49238,0.4466,0.61656,0.4394,0.68526,0.3985
8,False,0.829259991645813,0.4368000030517578,0.40362,0.395,0.53408,0.4813,0.51094,0.4602,0.56698,0.4671,0.71628,0.4688,0.76494,0.4341
8,False,0.8098000288009644,0.39800000190734863,0.37092,0.3694,0.48362,0.449,0.4487,0.4249,0.49426,0.4435,0.63036,0.4428,0.70212,0.4134
8,False,0.8167799711227417,0.39590001106262207,0.37636,0.3652,0.48092,0.4509,0.4445,0.4338,0.49088,0.4466,0.63142,0.4452,0.73224,0.412
8,False,0.8340200185775757,0.42250001430511475,0.3845,0.379,0.51348,0.4742,0.48958,0.4528,0.53376,0.4608,0.65908,0.4634,0.69354,0.43
8,False,0.7548999786376953,0.40299999713897705,0.38552,0.3775,0.48472,0.4472,0.43788,0.4156,0.48268,0.4451,0.59246,0.4418,0.65792,0.415
8,False,0.8070200085639954,0.40299999713897705,0.37704,0.3692,0.487,0.4499,0.45222,0.4275,0.49664,0.4473,0.63184,0.4468,0.70544,0.4073
8,False,0.8488600254058838,0.43149998784065247,0.40584,0.3963,0.5362,0.4812,0.52184,0.4567,0.5785,0.4662,0.73256,0.4672,0.768,0.4348
8,False,0.8132200241088867,0.4196000099182129,0.39114,0.3846,0.5173,0.4697,0.48612,0.4462,0.5294,0.4616,0.65892,0.4596,0.70568,0.4222
8,False,0.7822800278663635,0.39239999651908875,0.37048,0.3644,0.48038,0.4463,0.43838,0.4135,0.48756,0.4444,0.61046,0.4413,0.69074,0.4065
8,False,0.8150799870491028,0.4300000071525574,0.3987,0.3833,0.51706,0.4697,0.49716,0.4481,0.54406,0.4608,0.68706,0.4602,0.75912,0.426
16,True,0.680620014667511,0.44339999556541443,0.41326,0.4014,0.60376,0.4778,0.47646,0.4459,0.5441,0.4771,0.65412,0.4801,0.62334,0.4324
16,True,0.6769000291824341,0.462799996137619,0.41934,0.4075,0.61786,0.4928,0.4921,0.4549,0.56608,0.4873,0.66992,0.4924,0.6243,0.4602
16,True,0.6488400101661682,0.44440001249313354,0.40118,0.3929,0.59308,0.4747,0.4621,0.44,0.53274,0.4736,0.64108,0.4717,0.60956,0.4344
16,True,0.6425399780273438,0.44119998812675476,0.40174,0.3871,0.59412,0.4723,0.45742,0.4349,0.52358,0.4667,0.63168,0.4686,0.5964,0.4502
16,True,0.6490399837493896,0.4514999985694885,0.42732,0.4101,0.60766,0.4771,0.47698,0.4459,0.54772,0.4822,0.64964,0.4801,0.60678,0.4494
16,True,0.48137998580932617,0.41749998927116394,0.33208,0.3243,0.50956,0.3982,0.36952,0.3575,0.45416,0.4252,0.55022,0.418,0.47692,0.4123
16,True,0.6213799715042114,0.44999998807907104,0.40888,0.3984,0.59572,0.4724,0.46282,0.4346,0.52752,0.4728,0.63462,0.4747,0.59872,0.4417
16,True,0.48443999886512756,0.41019999980926514,0.3633,0.3566,0.51466,0.3991,0.37072,0.3565,0.4579,0.4239,0.5521,0.4271,0.46748,0.4105
16,True,0.6858599781990051,0.459199994802475,0.41772,0.4017,0.61176,0.4844,0.48888,0.4512,0.5614,0.4803,0.66776,0.4808,0.6451,0.4467
16,True,0.5888000130653381,0.4343999922275543,0.39848,0.3868,0.57292,0.4547,0.4314,0.4185,0.50094,0.4546,0.60556,0.4617,0.55718,0.4273
16,True,0.6439800262451172,0.4341999888420105,0.40696,0.3969,0.5924,0.4745,0.45732,0.4348,0.528,0.4682,0.63944,0.4693,0.59252,0.4303
16,True,0.60589998960495,0.45989999175071716,0.40494,0.3937,0.59344,0.4737,0.4459,0.4224,0.52574,0.4763,0.62186,0.4802,0.55578,0.4588
16,True,0.5964999794960022,0.4390000104904175,0.40644,0.3969,0.58402,0.4644,0.44936,0.4275,0.51584,0.4677,0.613,0.4624,0.55686,0.4348
16,True,0.6456999778747559,0.4397999942302704,0.40684,0.3958,0.58926,0.4656,0.46254,0.4347,0.52598,0.4717,0.63238,0.4627,0.58522,0.4387
16,True,0.6184800267219543,0.44760000705718994,0.40102,0.3919,0.58642,0.4654,0.45634,0.4389,0.51594,0.4675,0.62214,0.4683,0.5732,0.4421
16,True,0.4869399964809418,0.42590001225471497,0.34932,0.343,0.5222,0.4065,0.39526,0.3809,0.4553,0.4289,0.5522,0.4257,0.47962,0.4226
16,True,0.6914399862289429,0.45649999380111694,0.42266,0.411,0.6195,0.4967,0.48896,0.4566,0.56446,0.4875,0.67496,0.4857,0.64176,0.446
16,True,0.6776599884033203,0.4544000029563904,0.41464,0.4072,0.60748,0.4859,0.47432,0.4466,0.5479,0.4849,0.6574,0.4839,0.62972,0.4529
16,True,0.6479600071907043,0.4334999918937683,0.39118,0.3786,0.58786,0.4702,0.44838,0.435,0.5171,0.4621,0.62936,0.4622,0.6022,0.4232
16,True,0.5182600021362305,0.4230000078678131,0.36922,0.3622,0.53548,0.421,0.39392,0.3832,0.47674,0.4377,0.57198,0.4398,0.49926,0.4151
16,True,0.6984999775886536,0.4641000032424927,0.42382,0.4091,0.62206,0.4916,0.49488,0.4609,0.5662,0.4887,0.67054,0.4897,0.64366,0.4549
16,True,0.6368399858474731,0.43540000915527344,0.41088,0.3966,0.58998,0.4685,0.45768,0.4359,0.52354,0.4649,0.62896,0.4696,0.58272,0.4311
16,True,0.680079996585846,0.4537000060081482,0.41706,0.4045,0.60478,0.4812,0.4781,0.4525,0.55,0.4776,0.6536,0.4832,0.63224,0.4533
16,True,0.6662200093269348,0.45080000162124634,0.41144,0.4019,0.60992,0.4862,0.4713,0.447,0.55008,0.4764,0.65308,0.4836,0.61036,0.448
16,True,0.6412799954414368,0.4546999931335449,0.41466,0.3982,0.60718,0.4781,0.48284,0.4486,0.54846,0.4829,0.64888,0.4873,0.59532,0.455
16,False,0.7094799876213074,0.3785000145435333,0.34564,0.3339,0.45106,0.4238,0.4171,0.3969,0.4534,0.4227,0.59428,0.4119,0.63254,0.377
16,False,0.7685400247573853,0.384799987077713,0.3761,0.3688,0.4736,0.435,0.41892,0.3986,0.4663,0.4256,0.6103,0.4331,0.66484,0.3995
16,False,0.6224799752235413,0.37950000166893005,0.34346,0.3347,0.44372,0.4175,0.40062,0.3855,0.44318,0.4163,0.56352,0.4201,0.57152,0.3884
16,False,0.769320011138916,0.4002000093460083,0.3831,0.371,0.48868,0.4487,0.43266,0.415,0.4829,0.4391,0.6172,0.446,0.6624,0.4049
16,False,0.8266800045967102,0.4196999967098236,0.39524,0.39,0.51516,0.468,0.46736,0.4406,0.518,0.4574,0.68786,0.4545,0.71642,0.4246
