reservoir_layer_scaling_factor,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
0.5,True,0.9965000152587891,0.9740999937057495,0.93795,0.928,0.9461,0.9319,0.9819333333333333,0.9607,0.9916333333333334,0.9689,0.9920333333333333,0.9679,0.99785,0.9732
0.5,True,0.9962999820709229,0.9715999960899353,0.9321,0.9311,0.9405666666666667,0.9304,0.9825666666666667,0.966,0.98815,0.9675,0.99,0.9674,0.9954666666666667,0.9718
0.5,True,0.9968666434288025,0.9731000065803528,0.9303,0.9295,0.9398,0.9325,0.97945,0.962,0.98855,0.969,0.9902833333333333,0.9681,0.9966166666666667,0.974
0.5,True,0.9967166781425476,0.9718000292778015,0.9319833333333334,0.9278,0.9388333333333333,0.9315,0.9796166666666667,0.9632,0.98915,0.9702,0.9881833333333333,0.9668,0.9953833333333333,0.973
0.5,True,0.9963833093643188,0.970300018787384,0.9425833333333333,0.9395,0.9484833333333333,0.9441,0.9807166666666667,0.9623,0.99035,0.9705,0.9913,0.9693,0.9954333333333333,0.9706
0.5,True,0.9962666630744934,0.9710999727249146,0.9347833333333333,0.9318,0.9473,0.9369,0.9816166666666667,0.9643,0.99015,0.971,0.9908666666666667,0.9711,0.9957166666666667,0.9749
0.5,True,0.9973333477973938,0.9692000150680542,0.9331,0.9247,0.9384833333333333,0.9285,0.9774,0.9586,0.9891666666666666,0.9681,0.9892666666666666,0.9657,0.9961833333333333,0.9705
0.5,True,0.9964333176612854,0.9697999954223633,0.9339666666666666,0.932,0.9443,0.9342,0.9776333333333334,0.9591,0.9889333333333333,0.9666,0.9923333333333333,0.9682,0.99705,0.971
0.5,True,0.9970333576202393,0.9650999903678894,0.9335666666666667,0.9297,0.9452,0.9352,0.98075,0.9634,0.99,0.9702,0.9924166666666666,0.9683,0.99575,0.9722
0.5,True,0.99631667137146,0.9717000126838684,0.9331,0.93,0.9412,0.9335,0.97875,0.9605,0.9882333333333333,0.968,0.99125,0.9691,0.9965833333333334,0.972
0.5,True,0.9969333410263062,0.9704999923706055,0.9316166666666666,0.9296,0.9475166666666667,0.9369,0.98065,0.9588,0.9888666666666667,0.9678,0.9899666666666667,0.9664,0.9956833333333334,0.9723
0.5,True,0.9962833523750305,0.9739000201225281,0.9371333333333334,0.9332,0.9475166666666667,0.9417,0.9816,0.9646,0.9906333333333334,0.9708,0.9905833333333334,0.9697,0.9971,0.9724
0.5,True,0.9961833357810974,0.97079998254776,0.93055,0.9243,0.9322333333333334,0.9228,0.9722333333333333,0.9532,0.9872,0.9657,0.9898166666666667,0.966,0.9962333333333333,0.9718
0.5,True,0.9974666833877563,0.9710000157356262,0.9259833333333334,0.9225,0.9452666666666667,0.9354,0.9823833333333334,0.9645,0.9920166666666667,0.9686,0.9933666666666666,0.9713,0.9958,0.9717
0.5,True,0.9956333041191101,0.9739999771118164,0.9321666666666667,0.9321,0.9525,0.9434,0.9839333333333333,0.9673,0.9871666666666666,0.9692,0.9901833333333333,0.9678,0.9969833333333333,0.9728
0.5,True,0.996749997138977,0.9736999869346619,0.9316833333333333,0.9292,0.9356,0.9259,0.9791666666666666,0.9616,0.991,0.9696,0.9937833333333334,0.9696,0.9955666666666667,0.9737
0.5,True,0.9975166916847229,0.972599983215332,0.9438166666666666,0.9365,0.956,0.9409,0.9822666666666666,0.9643,0.9934333333333333,0.9721,0.9957666666666667,0.9714,0.99825,0.9737
0.5,False,0.996483325958252,0.9733999967575073,0.9505666666666667,0.9439,0.97725,0.9604,0.9921,0.9709,0.9963166666666666,0.9736,0.9966166666666667,0.974,0.99755,0.9738
0.5,False,0.9968666434288025,0.9749000072479248,0.9487333333333333,0.9456,0.9758166666666667,0.9604,0.9929833333333333,0.974,0.9973666666666666,0.9763,0.99755,0.9752,0.9978833333333333,0.9757
0.5,False,0.9974166750907898,0.9786999821662903,0.94045,0.9353,0.9664166666666667,0.9521,0.9909166666666667,0.9736,0.9972166666666666,0.9764,0.9986333333333334,0.9771,0.99875,0.9766
0.5,False,0.996666669845581,0.9729999899864197,0.9494833333333333,0.946,0.96975,0.959,0.99125,0.9688,0.99575,0.9747,0.9963333333333333,0.9733,0.997,0.9732
0.5,False,0.9972500205039978,0.9753999710083008,0.9475166666666667,0.9381,0.9699,0.9545,0.9932,0.9733,0.9971166666666667,0.9761,0.9979666666666667,0.9756,0.99855,0.9755
0.5,False,0.9971166849136353,0.9746999740600586,0.94575,0.9402,0.9702666666666667,0.9549,0.9897,0.9702,0.996,0.9749,0.99725,0.9734,0.9975333333333334,0.9744
0.5,False,0.996566653251648,0.9772999882698059,0.94675,0.9391,0.97025,0.9561,0.9934666666666667,0.975,0.9958166666666667,0.9771,0.9971,0.977,0.9972333333333333,0.9763
0.5,False,0.9970499873161316,0.9769999980926514,0.9468,0.9414,0.9684,0.9525,0.9917333333333334,0.9726,0.9973,0.9775,0.9973833333333333,0.9767,0.9982833333333333,0.9761
0.5,False,0.9967166781425476,0.9754999876022339,0.9516,0.9469,0.97325,0.9582,0.99295,0.9719,0.99615,0.9759,0.9971166666666667,0.9762,0.9978333333333333,0.9761
0.5,False,0.9975500106811523,0.9750999808311462,0.9501833333333334,0.944,0.9685833333333334,0.9549,0.9931,0.9736,0.99755,0.9764,0.99815,0.9776,0.99825,0.9771
0.5,False,0.996233344078064,0.9699000120162964,0.9433666666666667,0.9395,0.9682333333333333,0.9548,0.98985,0.9666,0.9949666666666667,0.9713,0.9953,0.9701,0.9970166666666667,0.9722
0.5,False,0.9968666434288025,0.9740999937057495,0.9498166666666666,0.9434,0.9728166666666667,0.9574,0.9926833333333334,0.9725,0.9964333333333333,0.9744,0.9963833333333333,0.9736,0.9969833333333333,0.9747
0.5,False,0.9970999956130981,0.9754999876022339,0.9499833333333333,0.9445,0.9750333333333333,0.9596,0.9943333333333333,0.9736,0.9978333333333333,0.9761,0.9981333333333333,0.9757,0.99835,0.9759
0.5,False,0.9977166652679443,0.9799000024795532,0.9494333333333334,0.9408,0.97795,0.9625,0.99385,0.9734,0.9975333333333334,0.9784,0.9982333333333333,0.98,0.9986833333333334,0.978
0.5,False,0.9976166486740112,0.9768000245094299,0.9478,0.9434,0.9679666666666666,0.9533,0.9917333333333334,0.9734,0.9971,0.9778,0.9973166666666666,0.9773,0.99755,0.9767
0.5,False,0.9971666932106018,0.9757000207901001,0.9485833333333333,0.9434,0.97315,0.9591,0.9926,0.9754,0.9966166666666667,0.9775,0.9965666666666667,0.9764,0.9966833333333334,0.9761
0.5,False,0.9972833395004272,0.9754999876022339,0.9494833333333333,0.9436,0.9748,0.9626,0.99125,0.9744,0.9961,0.9775,0.9969,0.9765,0.9969833333333333,0.977
0.5,False,0.996916651725769,0.977400004863739,0.9507166666666667,0.94,0.9762666666666666,0.9613,0.99305,0.9743,0.9971333333333333,0.9783,0.9979,0.9773,0.99795,0.9766
0.5,False,0.9970333576202393,0.9761000275611877,0.9473333333333334,0.9403,0.9641333333333333,0.9508,0.9907166666666667,0.9709,0.9966,0.9755,0.9973166666666666,0.9753,0.9978666666666667,0.977
0.5,False,0.9979166388511658,0.9753999710083008,0.948,0.9397,0.9702833333333334,0.9543,0.9908,0.9712,0.9958333333333333,0.9752,0.9961,0.9759,0.9960833333333333,0.9759
0.5,False,0.9973499774932861,0.9722999930381775,0.9479666666666666,0.9368,0.9759666666666666,0.9598,0.99135,0.9705,0.9960333333333333,0.973,0.9964833333333334,0.9728,0.99645,0.9723
0.5,False,0.9969666600227356,0.9765999913215637,0.9448666666666666,0.9391,0.9698833333333333,0.9594,0.9922,0.9732,0.9966,0.9747,0.9980333333333333,0.9773,0.9976666666666667,0.9763
0.5,False,0.9970666766166687,0.9789999723434448,0.9502833333333334,0.9447,0.9682666666666667,0.9559,0.9923333333333333,0.9754,0.9968666666666667,0.9789,0.9975166666666667,0.9781,0.9979833333333333,0.9782
0.5,False,0.997783362865448,0.9776999950408936,0.9463333333333334,0.9418,0.9707833333333333,0.9569,0.99285,0.972,0.9974333333333333,0.9771,0.99805,0.9777,0.9982333333333333,0.978
0.5,False,0.9970333576202393,0.9742000102996826,0.9511833333333334,0.9432,0.9718333333333333,0.9573,0.99165,0.9726,0.9961833333333333,0.9756,0.9972166666666666,0.9751,0.997,0.9765
1,True,0.9970666766166687,0.9736999869346619,0.9279333333333334,0.9274,0.9498166666666666,0.9381,0.9801833333333333,0.9613,0.9916,0.9698,0.9944833333333334,0.9718,0.9969166666666667,0.9726
1,True,0.996666669845581,0.9685999751091003,0.93605,0.9319,0.9530833333333333,0.9421,0.9793833333333334,0.9628,0.9894666666666667,0.9662,0.9941333333333333,0.9697,0.9959166666666667,0.9693
1,True,0.9974166750907898,0.9775000214576721,0.9289,0.9272,0.9464333333333333,0.9398,0.9791,0.9655,0.9916833333333334,0.9732,0.9953666666666666,0.9756,0.99765,0.9767
1,True,0.9970499873161316,0.9761999845504761,0.9292166666666667,0.9266,0.9521166666666666,0.9444,0.9779666666666667,0.9589,0.9915666666666667,0.9712,0.9942666666666666,0.9747,0.9970166666666667,0.9758
1,True,0.9967833161354065,0.9735999703407288,0.9306166666666666,0.9261,0.9492,0.9398,0.9774,0.962,0.9884833333333334,0.9669,0.9945666666666667,0.9732,0.99615,0.9728
1,True,0.9970166683197021,0.972599983215332,0.9321833333333334,0.9292,0.9547666666666667,0.9457,0.9819333333333333,0.9639,0.9937,0.972,0.9957833333333334,0.9716,0.9973166666666666,0.9729
1,True,0.996399998664856,0.9761999845504761,0.9316333333333333,0.9308,0.9521166666666666,0.9446,0.979,0.9645,0.98935,0.9706,0.9960166666666667,0.9754,0.9967333333333334,0.9747
1,True,0.9969833493232727,0.9732000231742859,0.9301166666666667,0.9238,0.9566833333333333,0.9488,0.9787833333333333,0.9632,0.9910166666666667,0.9702,0.9956166666666667,0.9738,0.99695,0.9737
1,True,0.9972333312034607,0.972100019454956,0.9174833333333333,0.9177,0.9495833333333333,0.9395,0.9769666666666666,0.9617,0.98945,0.9715,0.9925333333333334,0.9724,0.9951666666666666,0.9743
1,True,0.9966999888420105,0.972100019454956,0.9155166666666666,0.9163,0.9460333333333333,0.9363,0.97785,0.9614,0.98965,0.969,0.9944,0.9743,0.9969,0.9732
1,True,0.9962999820709229,0.9735000133514404,0.9151833333333333,0.917,0.9519166666666666,0.9412,0.97955,0.9636,0.9926333333333334,0.9702,0.9955333333333334,0.9733,0.9973166666666666,0.9735
1,True,0.9965999722480774,0.9731000065803528,0.9282333333333334,0.9298,0.9536166666666667,0.9457,0.9827833333333333,0.9623,0.9910833333333333,0.9707,0.9944,0.9725,0.9965166666666667,0.9726
1,True,0.9968166947364807,0.9724000096321106,0.9360833333333334,0.935,0.9574666666666667,0.9491,0.9813333333333333,0.965,0.98995,0.9682,0.9946,0.9711,0.9970666666666667,0.9725
1,True,0.996666669845581,0.9722999930381775,0.9279166666666666,0.9251,0.9541,0.9454,0.9816333333333334,0.9631,0.9900166666666667,0.9702,0.99395,0.9724,0.9964666666666666,0.9744
1,True,0.9970333576202393,0.9740999937057495,0.9275833333333333,0.9274,0.9486,0.9397,0.9793833333333334,0.962,0.9915333333333334,0.9709,0.99535,0.9725,0.9970666666666667,0.9737
1,True,0.9967333078384399,0.9736999869346619,0.9288,0.9273,0.9582833333333334,0.9477,0.9817333333333333,0.9669,0.9923166666666666,0.9727,0.9969,0.9753,0.9982166666666666,0.9749
1,True,0.996916651725769,0.9746000170707703,0.9255,0.923,0.9484833333333333,0.9363,0.9811,0.9645,0.9902,0.9685,0.9947,0.9721,0.9970166666666667,0.9743
1,True,0.9972000122070312,0.9715999960899353,0.9393,0.9324,0.9568666666666666,0.9469,0.9834166666666667,0.9648,0.99455,0.9708,0.9959666666666667,0.9731,0.9974333333333333,0.9739
1,True,0.9962666630744934,0.9728999733924866,0.9278666666666666,0.9222,0.9539166666666666,0.944,0.9806666666666667,0.9625,0.9907333333333334,0.9695,0.9941666666666666,0.9707,0.99635,0.9717
1,True,0.9967833161354065,0.9740999937057495,0.9380333333333334,0.9366,0.9510666666666666,0.939,0.9839166666666667,0.9682,0.9922833333333333,0.9722,0.9962,0.9752,0.9968833333333333,0.9738
1,True,0.9967666864395142,0.9732000231742859,0.93275,0.9282,0.9606666666666667,0.9492,0.98225,0.9654,0.9909,0.9713,0.9954333333333333,0.9715,0.9976166666666667,0.9738
1,True,0.9980833530426025,0.9728000164031982,0.9396333333333333,0.9368,0.9576333333333333,0.9472,0.9804666666666667,0.9639,0.9919,0.9699,0.9948,0.9738,0.9972333333333333,0.9746
1,True,0.996566653251648,0.9697999954223633,0.9287833333333333,0.9266,0.9542833333333334,0.9435,0.9804,0.9616,0.9896333333333334,0.9684,0.9930833333333333,0.9711,0.9952333333333333,0.9716
1,True,0.9974333047866821,0.973800003528595,0.93075,0.9283,0.9480333333333333,0.9417,0.9788166666666667,0.9629,0.99055,0.9695,0.9943,0.9721,0.9970666666666667,0.973
1,True,0.9975666403770447,0.9739999771118164,0.93235,0.9275,0.9495,0.9397,0.98235,0.9633,0.9914833333333334,0.9691,0.9959666666666667,0.9726,0.9969,0.9742
1,False,0.9971666932106018,0.9800000190734863,0.9502666666666667,0.942,0.9819666666666667,0.9691,0.9938333333333333,0.9758,0.998,0.9785,0.9985,0.9777,0.9987666666666667,0.9785
1,False,0.9969000220298767,0.9779000282287598,0.9515666666666667,0.9444,0.9824333333333334,0.9686,0.99425,0.975,0.9979666666666667,0.978,0.9987666666666667,0.9776,0.99845,0.9775
1,False,0.9968166947364807,0.9765999913215637,0.9515166666666667,0.9462,0.9816333333333334,0.9659,0.9944166666666666,0.9749,0.9975333333333334,0.9767,0.99795,0.9784,0.9979,0.9774
1,False,0.996999979019165,0.9750000238418579,0.9547666666666667,0.949,0.9797,0.9628,0.9928833333333333,0.9744,0.9956833333333334,0.9763,0.99705,0.9758,0.9966166666666667,0.9755
1,False,0.9970999956130981,0.9757000207901001,0.9431166666666667,0.9422,0.9779333333333333,0.9617,0.99335,0.9756,0.99695,0.9775,0.9977833333333334,0.9785,0.9976666666666667,0.9782
1,False,0.9973833560943604,0.9786999821662903,0.9463,0.941,0.9784333333333334,0.9638,0.9935833333333334,0.9754,0.997,0.9789,0.9979166666666667,0.978,0.9980666666666667,0.9803
1,False,0.9975333213806152,0.9753999710083008,0.9451833333333334,0.9373,0.9798,0.9635,0.9930833333333333,0.9716,0.9968,0.9751,0.9979833333333333,0.9767,0.9980166666666667,0.9744
1,False,0.996833324432373,0.9799000024795532,0.9434833333333333,0.9409,0.97835,0.9646,0.99335,0.9751,0.9966333333333334,0.9789,0.9982166666666666,0.9798,0.9980333333333333,0.98
1,False,0.9967833161354065,0.9801999926567078,0.9405,0.9357,0.97985,0.9681,0.9954333333333333,0.9789,0.9978166666666667,0.9791,0.99795,0.979,0.9976666666666667,0.98
1,False,0.9965833425521851,0.9746999740600586,0.94605,0.941,0.9794666666666667,0.9664,0.9927666666666667,0.9746,0.9959666666666667,0.9764,0.9970166666666667,0.9757,0.9968,0.975
1,False,0.9976833462715149,0.9745000004768372,0.9466,0.9415,0.9795333333333334,0.9642,0.9925333333333334,0.9736,0.9965,0.9766,0.9975833333333334,0.9754,0.997,0.9749
1,False,0.9971500039100647,0.9699000120162964,0.9535,0.9453,0.9779666666666667,0.9654,0.9928333333333333,0.9713,0.9957166666666667,0.9745,0.9965833333333334,0.9738,0.9965166666666667,0.9737
1,False,0.9968166947364807,0.9787999987602234,0.9399833333333333,0.9328,0.9759333333333333,0.9604,0.99355,0.9756,0.9971333333333333,0.9783,0.9979833333333333,0.9779,0.9985166666666667,0.9781
