regularization,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
l1_0.001,True,0.20239999890327454,0.19850000739097595,0.10272,0.1028,0.12056,0.1059,0.10272,0.1028,0.20246,0.1975,0.22666,0.2012,0.20968,0.2092
l1_0.001,True,0.20440000295639038,0.20589999854564667,0.10244,0.1021,0.12006,0.0963,0.10244,0.1021,0.20834,0.2024,0.22896,0.2015,0.21344,0.2059
l1_0.001,False,0.20666000247001648,0.21140000224113464,0.10196,0.1016,0.19508,0.1941,0.1,0.1,0.19526,0.1902,0.1,0.1,0.21236,0.2076
l1_0.001,False,0.20542000234127045,0.21209999918937683,0.10202,0.1017,0.19988,0.1983,0.1,0.1,0.1878,0.1875,0.1,0.1,0.21298,0.2146
l1_0.001,False,0.27564001083374023,0.267300009727478,0.1848,0.1811,0.25742,0.25,0.18462,0.1814,0.25692,0.2528,0.18436,0.1814,0.2851,0.2808
l1_0.001,False,0.20513999462127686,0.2117999941110611,0.10196,0.1018,0.16296,0.1566,0.10194,0.1018,0.16258,0.1562,0.10194,0.1018,0.2125,0.2107
l1_0.001,False,0.20382000505924225,0.20170000195503235,0.10222,0.1016,0.15804,0.1511,0.10222,0.1016,0.15708,0.1506,0.10222,0.1016,0.20968,0.2069
l1_0.001,False,0.2028599977493286,0.20399999618530273,0.10154,0.1011,0.19394,0.1948,0.1,0.1,0.18628,0.1875,0.1,0.1,0.21224,0.2099
l1_0.001,False,0.20518000423908234,0.20880000293254852,0.10174,0.1017,0.16576,0.1599,0.10176,0.1017,0.16464,0.1591,0.10182,0.1017,0.21338,0.2065
l1_0.001,False,0.20476000010967255,0.20800000429153442,0.10208,0.1018,0.16334,0.1553,0.10208,0.1018,0.16246,0.155,0.10208,0.1018,0.21558,0.2118
l1_0.001,False,0.20586000382900238,0.20649999380111694,0.10174,0.1013,0.19588,0.1901,0.1,0.1,0.19308,0.1887,0.1,0.1,0.21418,0.2159
l1_0.001,False,0.274399995803833,0.2547999918460846,0.18262,0.1821,0.26696,0.2675,0.1827,0.182,0.2662,0.267,0.18284,0.1822,0.28512,0.284
l1_0.001,False,0.0975399985909462,0.10000000149011612,0.38878,0.3854,0.39114,0.3851,0.36958,0.3664,0.2474,0.2507,0.10056,0.1008,0.1,0.1
l1_0.001,False,0.09668000042438507,0.10000000149011612,0.39068,0.3781,0.3928,0.3808,0.36282,0.3553,0.25594,0.2515,0.10178,0.0999,0.1,0.1
l1_0.001,False,0.20622000098228455,0.20260000228881836,0.10146,0.1012,0.19952,0.1942,0.1,0.1,0.18296,0.1825,0.1,0.1,0.21384,0.2143
l1_0.001,False,0.2059600055217743,0.2037999927997589,0.10208,0.1018,0.1592,0.1532,0.10208,0.1018,0.15928,0.1542,0.1021,0.1018,0.20944,0.2098
l1_0.001,False,0.20562000572681427,0.21299999952316284,0.10182,0.1017,0.1703,0.1648,0.10182,0.1017,0.17694,0.1742,0.10182,0.1017,0.21382,0.2115
l1_0.001,False,0.2763400077819824,0.2833000123500824,0.18388,0.1819,0.2676,0.2647,0.18402,0.1822,0.264,0.2633,0.18408,0.1823,0.2856,0.2847
l1_0.001,False,0.20720000565052032,0.2046000063419342,0.1023,0.102,0.1963,0.1931,0.1,0.1,0.19746,0.199,0.1,0.1,0.21392,0.2115
l1_0.001,False,0.20674000680446625,0.20110000669956207,0.10154,0.1012,0.19404,0.1901,0.1,0.1,0.18968,0.1866,0.1,0.1,0.21232,0.2098
l1_0.001,False,0.20788000524044037,0.20499999821186066,0.102,0.1017,0.16186,0.1552,0.16176,0.1551,0.16274,0.1544,0.10204,0.1016,0.21166,0.2105
l1_0.001,False,0.20401999354362488,0.2062000036239624,0.1023,0.1022,0.20036,0.1964,0.1,0.1,0.19532,0.1918,0.1,0.1,0.20854,0.2072
l1_0.001,False,0.20329999923706055,0.20280000567436218,0.10156,0.1012,0.1977,0.1946,0.1,0.1,0.20518,0.2016,0.1,0.1,0.21328,0.2118
l1_0.001,False,0.09803999960422516,0.10000000149011612,0.38578,0.3751,0.38714,0.3732,0.3665,0.3613,0.227,0.2307,0.1007,0.101,0.1,0.1
l1_0.001,False,0.2058199942111969,0.1988999992609024,0.1024,0.1017,0.15984,0.1523,0.10238,0.1017,0.15974,0.1523,0.1024,0.1017,0.2135,0.209
l1_0.001,False,0.20457999408245087,0.2053000032901764,0.1021,0.1022,0.19046,0.1863,0.1021,0.1022,0.19092,0.184,0.1021,0.1022,0.21226,0.2072
l1_0.001,False,0.20513999462127686,0.21080000698566437,0.10192,0.1015,0.16318,0.156,0.10192,0.1015,0.16258,0.1565,0.1019,0.1015,0.21224,0.2136
l1_0.01,True,0.09668000042438507,0.10000000149011612,0.39164,0.3887,0.41778,0.4055,0.3771,0.3702,0.36114,0.3609,0.35534,0.3475,0.1,0.1
l1_0.01,True,0.09973999857902527,0.10000000149011612,0.39302,0.3856,0.41162,0.4033,0.36796,0.3686,0.36096,0.3574,0.35112,0.3397,0.1,0.1
l1_0.01,True,0.0982000008225441,0.10000000149011612,0.38134,0.3815,0.41424,0.4005,0.3681,0.3708,0.36074,0.3593,0.3512,0.3422,0.1,0.1
l1_0.01,True,0.09722000360488892,0.10000000149011612,0.39346,0.3894,0.41774,0.4085,0.37102,0.3768,0.36008,0.3676,0.3546,0.3442,0.1,0.1
l1_0.01,True,0.09784000366926193,0.10000000149011612,0.3912,0.3841,0.41772,0.4032,0.37108,0.3689,0.36198,0.361,0.35884,0.353,0.1,0.1
l1_0.01,True,0.09927999973297119,0.10000000149011612,0.39042,0.3858,0.41702,0.4125,0.36972,0.3741,0.3578,0.3641,0.35694,0.345,0.1,0.1
l1_0.01,True,0.09914000332355499,0.10000000149011612,0.39168,0.3881,0.4149,0.4035,0.3763,0.3712,0.36004,0.3571,0.3582,0.341,0.1,0.1
l1_0.01,True,0.09731999784708023,0.10000000149011612,0.393,0.3832,0.41432,0.3995,0.37748,0.3777,0.36494,0.3677,0.36038,0.3518,0.1,0.1
l1_0.01,True,0.09901999682188034,0.10000000149011612,0.39678,0.387,0.42046,0.4034,0.38012,0.3783,0.3728,0.3669,0.36694,0.3511,0.1,0.1
l1_0.01,True,0.09731999784708023,0.10000000149011612,0.38912,0.3823,0.41686,0.4021,0.36872,0.3709,0.36138,0.361,0.35576,0.3434,0.1,0.1
l1_0.01,True,0.09784000366926193,0.10000000149011612,0.39166,0.3846,0.41554,0.4025,0.36632,0.3659,0.35624,0.3536,0.3515,0.3402,0.1,0.1
l1_0.01,True,0.09837999939918518,0.10000000149011612,0.39068,0.3804,0.41802,0.4025,0.38084,0.3742,0.3627,0.3613,0.35576,0.3481,0.1,0.1
l1_0.01,True,0.098860003054142,0.10000000149011612,0.39154,0.3827,0.41636,0.4058,0.36348,0.3634,0.3566,0.3597,0.35458,0.3426,0.1,0.1
l1_0.01,True,0.09641999751329422,0.10000000149011612,0.39172,0.3845,0.41354,0.4033,0.37302,0.3679,0.36354,0.3607,0.35852,0.3442,0.1,0.1
l1_0.01,True,0.09948000311851501,0.10000000149011612,0.388,0.3784,0.4148,0.4019,0.37002,0.3644,0.35814,0.3568,0.35392,0.3378,0.1,0.1
l1_0.01,True,0.0980599969625473,0.10000000149011612,0.38588,0.3844,0.41308,0.4083,0.36244,0.367,0.35598,0.3583,0.35392,0.3407,0.1,0.1
l1_0.01,True,0.0975399985909462,0.10000000149011612,0.39022,0.3862,0.41266,0.406,0.37024,0.3631,0.36136,0.3584,0.35584,0.3424,0.1,0.1
l1_0.01,True,0.09842000156641006,0.10000000149011612,0.38418,0.3825,0.40876,0.399,0.37036,0.3689,0.36574,0.3579,0.35716,0.348,0.1,0.1
l1_0.01,True,0.0987199991941452,0.10000000149011612,0.39504,0.3864,0.41898,0.4091,0.37436,0.3714,0.36504,0.3656,0.35808,0.3487,0.1,0.1
l1_0.01,True,0.0975399985909462,0.10000000149011612,0.39134,0.3835,0.41912,0.4008,0.37522,0.3766,0.36212,0.3621,0.3577,0.3553,0.1,0.1
l1_0.01,True,0.0979200005531311,0.10000000149011612,0.39108,0.3869,0.41632,0.4026,0.37532,0.3761,0.36428,0.3636,0.3589,0.3476,0.1,0.1
l1_0.01,True,0.09809999912977219,0.10000000149011612,0.39514,0.3815,0.41874,0.4002,0.37038,0.3635,0.36028,0.3569,0.35704,0.347,0.1,0.1
l1_0.01,True,0.09793999791145325,0.10000000149011612,0.39328,0.3891,0.41676,0.4048,0.36734,0.3689,0.36324,0.361,0.35856,0.3435,0.1,0.1
l1_0.01,True,0.09619999676942825,0.10000000149011612,0.39036,0.3813,0.4181,0.405,0.37324,0.3631,0.3649,0.3597,0.35502,0.3447,0.1,0.1
l1_0.01,True,0.09759999811649323,0.10000000149011612,0.38976,0.3848,0.4153,0.4002,0.3739,0.3672,0.3592,0.3581,0.3532,0.34,0.1,0.1
l1_0.01,False,0.09963999688625336,0.10000000149011612,0.39722,0.3903,0.40006,0.3868,0.37362,0.3683,0.24696,0.2401,0.10128,0.1014,0.1,0.1
l1_0.01,False,0.09715999662876129,0.10000000149011612,0.38838,0.3812,0.3898,0.3821,0.37146,0.3683,0.2479,0.2395,0.13344,0.1326,0.1,0.1
l1_0.01,False,0.09706000238656998,0.10000000149011612,0.39142,0.387,0.393,0.3886,0.37778,0.3746,0.24994,0.2564,0.10056,0.1008,0.1,0.1
l1_0.01,False,0.09839999675750732,0.10000000149011612,0.395,0.3898,0.39822,0.3887,0.37542,0.3729,0.2362,0.2268,0.15506,0.1594,0.1,0.1
l1_0.01,False,0.09922000020742416,0.10000000149011612,0.39522,0.3851,0.3962,0.3852,0.37462,0.3692,0.2484,0.2506,0.12044,0.1173,0.1,0.1
l1_0.01,False,0.09713999927043915,0.10000000149011612,0.39292,0.3884,0.3949,0.3871,0.37284,0.3727,0.25728,0.2665,0.10738,0.1081,0.1,0.1
l1_0.01,False,0.0968799963593483,0.10000000149011612,0.38876,0.378,0.38958,0.376,0.37528,0.367,0.22114,0.2257,0.1,0.1,0.1,0.1
l1_0.01,False,0.09743999689817429,0.10000000149011612,0.39252,0.3841,0.39406,0.3824,0.37744,0.3682,0.26094,0.267,0.10066,0.1022,0.1,0.1
l1_0.01,False,0.09814000129699707,0.10000000149011612,0.38542,0.3774,0.38622,0.3758,0.36832,0.3661,0.26666,0.2639,0.10056,0.1008,0.1,0.1
l1_0.01,False,0.09831999987363815,0.10000000149011612,0.39058,0.3905,0.39304,0.3893,0.3779,0.376,0.24264,0.2365,0.12964,0.1264,0.1,0.1
l1_0.01,False,0.09815999865531921,0.10000000149011612,0.3944,0.3888,0.3953,0.3862,0.3791,0.3761,0.25516,0.255,0.1062,0.1063,0.1,0.1
l1_0.01,False,0.09818000346422195,0.10000000149011612,0.38934,0.383,0.3913,0.3824,0.37322,0.3655,0.25816,0.2525,0.1,0.1,0.1,0.1
l1_0.01,False,0.09815999865531921,0.10000000149011612,0.38918,0.3868,0.39184,0.3873,0.37038,0.3679,0.25226,0.2537,0.10058,0.1009,0.1,0.1
l1_0.01,False,0.09895999729633331,0.10000000149011612,0.38888,0.3795,0.39018,0.3822,0.37442,0.3702,0.26196,0.2659,0.10716,0.1089,0.1,0.1
l1_0.01,False,0.09826000034809113,0.10000000149011612,0.39414,0.3914,0.3944,0.3886,0.37568,0.3699,0.26976,0.2782,0.1167,0.1175,0.1,0.1
l1_0.01,False,0.09929999709129333,0.10000000149011612,0.3917,0.3824,0.39338,0.3823,0.3759,0.3728,0.26958,0.2727,0.10212,0.1023,0.1,0.1
l1_0.01,False,0.09685999900102615,0.10000000149011612,0.3895,0.3795,0.39268,0.3823,0.36556,0.3662,0.22388,0.2255,0.1006,0.1005,0.1,0.1
l1_0.01,False,0.09821999818086624,0.10000000149011612,0.39144,0.3818,0.39212,0.3818,0.3783,0.3711,0.23862,0.234,0.11068,0.1105,0.1,0.1
l1_0.01,False,0.09923999756574631,0.10000000149011612,0.39088,0.3812,0.39258,0.3766,0.37058,0.3636,0.23748,0.2378,0.1358,0.1355,0.1,0.1
l1_0.01,False,0.09719999879598618,0.10000000149011612,0.39292,0.3777,0.39352,0.3754,0.37828,0.3646,0.23338,0.2418,0.10576,0.1067,0.1,0.1
l1_0.01,False,0.09780000150203705,0.10000000149011612,0.38924,0.381,0.3905,0.3823,0.37016,0.3655,0.27154,0.2733,0.15242,0.1533,0.1,0.1
l1_0.01,False,0.09910000115633011,0.10000000149011612,0.38816,0.3918,0.3893,0.3893,0.37478,0.3724,0.25338,0.2566,0.1,0.1,0.1,0.1
l1_0.01,False,0.09854000061750412,0.10000000149011612,0.39046,0.3935,0.39244,0.3929,0.36444,0.3653,0.26296,0.2635,0.10078,0.1003,0.1,0.1
l1_0.01,False,0.09629999846220016,0.10000000149011612,0.39086,0.3864,0.39256,0.383,0.37642,0.3675,0.24536,0.2462,0.11552,0.1191,0.1,0.1
l1_0.01,False,0.09972000122070312,0.10000000149011612,0.39028,0.3847,0.39132,0.3851,0.37596,0.3718,0.25054,0.2482,0.10058,0.1007,0.1,0.1
batchnorm,True,0.9431399703025818,0.5092999935150146,0.42568,0.4066,0.56188,0.4974,0.61756,0.5003,0.7031,0.517,0.8095,0.5244,0.90036,0.5147
batchnorm,True,0.9422199726104736,0.5199999809265137,0.42724,0.4027,0.55726,0.4945,0.62272,0.5073,0.70822,0.5154,0.81894,0.5246,0.91694,0.5242
batchnorm,True,0.9410200119018555,0.512499988079071,0.4266,0.4037,0.55734,0.4937,0.62302,0.503,0.699,0.5212,0.80176,0.5305,0.89002,0.5282
batchnorm,True,0.9419999718666077,0.5054000020027161,0.42382,0.4011,0.55666,0.4963,0.62056,0.4959,0.7058,0.516,0.81068,0.5284,0.9077,0.5201
batchnorm,True,0.9450600147247314,0.5188999772071838,0.4252,0.403,0.55664,0.4972,0.62376,0.5002,0.70798,0.5142,0.81484,0.525,0.90992,0.5229
batchnorm,True,0.9437599778175354,0.5151000022888184,0.42454,0.397,0.55592,0.4939,0.6113,0.4998,0.70512,0.5149,0.81874,0.5264,0.92156,0.5198
batchnorm,True,0.9454600214958191,0.5141000151634216,0.4236,0.3998,0.55868,0.5022,0.62352,0.5064,0.7128,0.5186,0.81526,0.5225,0.902,0.5225
batchnorm,True,0.9419800043106079,0.5141000151634216,0.42648,0.4031,0.55974,0.4957,0.6247,0.4955,0.71156,0.5173,0.81954,0.5266,0.90904,0.5249
batchnorm,True,0.9429399967193604,0.49729999899864197,0.42398,0.402,0.55688,0.4935,0.61846,0.4989,0.70408,0.5167,0.8076,0.518,0.8973,0.5188
batchnorm,True,0.9461600184440613,0.504800021648407,0.4278,0.4008,0.56006,0.4929,0.61528,0.5013,0.6999,0.5157,0.7955,0.5192,0.8857,0.5154
batchnorm,True,0.9417999982833862,0.5115000009536743,0.4223,0.3993,0.5557,0.499,0.61016,0.5033,0.70128,0.5216,0.80296,0.5289,0.91006,0.5215
batchnorm,True,0.9413999915122986,0.49709999561309814,0.42292,0.4025,0.5562,0.4995,0.61534,0.5026,0.70226,0.5163,0.80496,0.5243,0.90206,0.5168
batchnorm,True,0.9437999725341797,0.5070000290870667,0.4288,0.4053,0.56062,0.4982,0.6232,0.4996,0.70592,0.5128,0.80844,0.5227,0.89654,0.5241
batchnorm,True,0.939300000667572,0.5059999823570251,0.42622,0.4031,0.55666,0.4942,0.61206,0.5012,0.70118,0.5083,0.79902,0.5223,0.90108,0.5152
batchnorm,True,0.9446799755096436,0.5077000260353088,0.43002,0.4012,0.55876,0.4949,0.61964,0.5061,0.70876,0.5167,0.81244,0.5262,0.89694,0.5182
batchnorm,True,0.9389200210571289,0.49810001254081726,0.42334,0.3982,0.55478,0.4994,0.60134,0.5003,0.6754,0.5132,0.76926,0.5187,0.85908,0.5154
batchnorm,True,0.9408800005912781,0.5015000104904175,0.42494,0.3968,0.55438,0.4893,0.60998,0.4966,0.69064,0.5103,0.78984,0.5201,0.88058,0.5169
batchnorm,True,0.941100001335144,0.5127000212669373,0.4271,0.403,0.55872,0.501,0.61772,0.4986,0.7025,0.5134,0.81758,0.5251,0.9109,0.5202
batchnorm,True,0.9429799914360046,0.5058000087738037,0.42538,0.3986,0.55952,0.4942,0.61944,0.4996,0.7026,0.517,0.80042,0.528,0.89232,0.5163
batchnorm,True,0.9399200081825256,0.5139999985694885,0.42202,0.3988,0.55654,0.4968,0.61736,0.5027,0.7005,0.52,0.80622,0.5243,0.90532,0.5202
batchnorm,True,0.9470800161361694,0.49950000643730164,0.42422,0.4041,0.55544,0.503,0.61144,0.4969,0.69286,0.5125,0.78252,0.5205,0.85798,0.5177
batchnorm,True,0.9446600079536438,0.5072000026702881,0.42792,0.402,0.5552,0.4954,0.61432,0.5003,0.7029,0.5176,0.80528,0.5253,0.89582,0.5188
batchnorm,True,0.9428399801254272,0.4961000084877014,0.42612,0.4086,0.56012,0.4988,0.62394,0.4973,0.71128,0.5127,0.81352,0.5194,0.90354,0.5071
batchnorm,True,0.9425399899482727,0.49470001459121704,0.42436,0.3991,0.55492,0.4939,0.61578,0.4979,0.70946,0.511,0.80944,0.5194,0.90432,0.5137
batchnorm,True,0.9438999891281128,0.5196999907493591,0.42464,0.4006,0.55782,0.498,0.62226,0.4986,0.70248,0.508,0.81988,0.5256,0.92308,0.5208
batchnorm,False,0.9419199824333191,0.508899986743927,0.42174,0.3983,0.57918,0.5087,0.64328,0.5164,0.7623,0.5254,0.89152,0.5269,0.92782,0.5182
batchnorm,False,0.9416999816894531,0.5099999904632568,0.42232,0.398,0.58078,0.5101,0.64344,0.509,0.75444,0.5221,0.8791,0.531,0.9114,0.5187
batchnorm,False,0.9437199831008911,0.5115000009536743,0.42056,0.399,0.58108,0.5133,0.63976,0.5114,0.76016,0.5251,0.89698,0.536,0.9359,0.524
batchnorm,False,0.9413400292396545,0.5098999738693237,0.4272,0.4035,0.58124,0.5061,0.65148,0.5135,0.7651,0.521,0.8895,0.532,0.91564,0.5214
batchnorm,False,0.9414399862289429,0.5152000188827515,0.42364,0.4035,0.5773,0.5144,0.6366,0.5142,0.75108,0.521,0.8861,0.5318,0.91506,0.5192
batchnorm,False,0.9401599764823914,0.5134999752044678,0.42268,0.3987,0.58298,0.513,0.65124,0.5164,0.76114,0.5209,0.8983,0.5275,0.92808,0.5246
batchnorm,False,0.9470800161361694,0.5239999890327454,0.4277,0.4039,0.58926,0.5152,0.66918,0.5198,0.79024,0.5362,0.91472,0.5403,0.94186,0.5284
batchnorm,False,0.9435999989509583,0.5196999907493591,0.42562,0.4029,0.58524,0.5157,0.65754,0.5147,0.77618,0.5207,0.89886,0.5306,0.92812,0.5265
batchnorm,False,0.9427199959754944,0.5047000050544739,0.42302,0.3998,0.57918,0.5077,0.64502,0.5143,0.74758,0.5154,0.86974,0.5281,0.90208,0.5183
batchnorm,False,0.9411200284957886,0.5230000019073486,0.42578,0.4022,0.58268,0.5135,0.6607,0.5175,0.77776,0.531,0.90418,0.5398,0.93758,0.5276
batchnorm,False,0.9429200291633606,0.5196999907493591,0.42506,0.4031,0.58184,0.5082,0.65054,0.5104,0.76282,0.5229,0.89454,0.5292,0.92764,0.5245
batchnorm,False,0.9437800049781799,0.5199999809265137,0.42312,0.3987,0.58312,0.5105,0.65768,0.5107,0.7706,0.525,0.90222,0.5329,0.9357,0.524
batchnorm,False,0.9447000026702881,0.510699987411499,0.42454,0.3972,0.58388,0.5153,0.65336,0.511,0.76764,0.5167,0.8933,0.5281,0.91946,0.5193
batchnorm,False,0.9440400004386902,0.5214999914169312,0.42444,0.4029,0.583,0.5153,0.65562,0.5136,0.77018,0.526,0.90554,0.5359,0.94178,0.5247
batchnorm,False,0.9437400102615356,0.5164999961853027,0.423,0.3998,0.57848,0.513,0.63226,0.5137,0.74112,0.5246,0.87596,0.5376,0.90872,0.5236
batchnorm,False,0.9420999884605408,0.5187000036239624,0.41866,0.3961,0.5777,0.5141,0.64214,0.5107,0.7539,0.5206,0.88272,0.5357,0.91408,0.5219
batchnorm,False,0.9456400275230408,0.5091000199317932,0.4245,0.4025,0.58976,0.5096,0.65462,0.5116,0.77242,0.5299,0.9004,0.5359,0.93586,0.5221
batchnorm,False,0.9431599974632263,0.52920001745224,0.42868,0.4037,0.58814,0.5129,0.6629,0.514,0.78124,0.5351,0.90744,0.5419,0.93626,0.5348
batchnorm,False,0.9426800012588501,0.4986000061035156,0.42398,0.4018,0.57834,0.5096,0.63318,0.5102,0.7267,0.5248,0.85084,0.5307,0.87898,0.5155
batchnorm,False,0.9420199990272522,0.4966999888420105,0.42636,0.4026,0.58088,0.5094,0.64354,0.508,0.7479,0.5178,0.8617,0.5249,0.88574,0.5161
batchnorm,False,0.9411600232124329,0.5059999823570251,0.42332,0.4026,0.57778,0.5102,0.64438,0.5145,0.7555,0.5164,0.8841,0.5261,0.91672,0.5202
batchnorm,False,0.9391800165176392,0.5189999938011169,0.42492,0.4043,0.58136,0.5174,0.64994,0.5141,0.7622,0.5265,0.88716,0.5318,0.9228,0.5235
batchnorm,False,0.9448000192642212,0.531499981880188,0.42792,0.4064,0.58338,0.5088,0.66488,0.5164,0.77948,0.5323,0.90154,0.5342,0.93696,0.5284
batchnorm,False,0.9438400268554688,0.5235999822616577,0.42142,0.4015,0.58264,0.5136,0.65388,0.5147,0.7713,0.5241,0.89692,0.5326,0.93034,0.5301
batchnorm,False,0.9446399807929993,0.5192000269889832,0.42646,0.3957,0.5845,0.5105,0.6498,0.5088,0.76098,0.5231,0.89076,0.5318,0.92294,0.5255
dropout_0.1,True,0.46046000719070435,0.45730000734329224,0.42978,0.4029,0.50862,0.4621,0.50248,0.4554,0.52934,0.4716,0.53714,0.4736,0.52732,0.4651
dropout_0.1,True,0.4791199862957001,0.46939998865127563,0.43708,0.4188,0.51602,0.4745,0.51854,0.4699,0.54482,0.4829,0.55346,0.4853,0.54588,0.4813
dropout_0.1,True,0.4674200117588043,0.4528000056743622,0.43822,0.4105,0.51244,0.4685,0.50918,0.46,0.5302,0.4749,0.54082,0.4769,0.52832,0.4719
dropout_0.1,True,0.4611400067806244,0.4620000123977661,0.43264,0.4105,0.50596,0.4633,0.502,0.4565,0.52456,0.4654,0.53378,0.4681,0.522,0.4684
dropout_0.1,True,0.4808200001716614,0.4702000021934509,0.4238,0.403,0.5098,0.4656,0.514,0.4639,0.54322,0.4753,0.55182,0.4756,0.54344,0.4768
dropout_0.1,True,0.4838399887084961,0.460999995470047,0.4414,0.42,0.52036,0.4755,0.51784,0.4706,0.5441,0.4737,0.55216,0.4779,0.53954,0.4772
dropout_0.1,True,0.48030000925064087,0.4758000075817108,0.43834,0.4141,0.51568,0.4639,0.52094,0.4634,0.54952,0.4787,0.55652,0.4808,0.54748,0.4808
dropout_0.1,True,0.483599990606308,0.4797999858856201,0.43954,0.4122,0.51782,0.4736,0.52074,0.4711,0.54794,0.4877,0.55732,0.4853,0.5484,0.4884
dropout_0.1,True,0.48528000712394714,0.46970000863075256,0.44176,0.4149,0.51612,0.4713,0.5206,0.4667,0.55,0.4778,0.55756,0.4791,0.54528,0.4745
dropout_0.1,True,0.48256000876426697,0.48399999737739563,0.43392,0.4191,0.51972,0.4824,0.51854,0.4732,0.54824,0.4868,0.55696,0.487,0.54774,0.4869
dropout_0.1,True,0.49323999881744385,0.4747999906539917,0.4418,0.4157,0.52552,0.4736,0.52808,0.4737,0.5542,0.4807,0.56298,0.486,0.55176,0.4836
