position,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
front,False,0.8875799775123596,0.47440001368522644,0.46706,0.4464,0.5483,0.4903,0.627,0.4961,0.74782,0.4894,0.84134,0.4805,0.8716,0.4735
front,False,0.8853999972343445,0.459199994802475,0.4499,0.4354,0.53592,0.4928,0.60672,0.4878,0.72896,0.4834,0.83336,0.4646,0.87636,0.4569
front,False,0.8799800276756287,0.46619999408721924,0.4507,0.4388,0.53998,0.4881,0.62512,0.479,0.73324,0.4832,0.81758,0.4706,0.85096,0.4657
front,False,0.8880199790000916,0.4627000093460083,0.45418,0.4357,0.54506,0.4911,0.6181,0.488,0.73924,0.4854,0.8337,0.4679,0.86708,0.4606
front,False,0.8787599802017212,0.47350001335144043,0.45858,0.4391,0.54986,0.4902,0.61832,0.489,0.72812,0.4908,0.82406,0.4798,0.87194,0.4719
front,False,0.8822600245475769,0.4742000102996826,0.45234,0.4393,0.54532,0.4917,0.62748,0.4884,0.73992,0.4816,0.82612,0.4779,0.85796,0.4726
front,False,0.8762000203132629,0.46540001034736633,0.4568,0.4376,0.54926,0.4991,0.62194,0.4862,0.72398,0.4913,0.81162,0.4776,0.84808,0.4689
front,False,0.8826799988746643,0.4659000039100647,0.44102,0.4265,0.5391,0.4898,0.61494,0.4846,0.72864,0.4825,0.8232,0.4762,0.863,0.4703
front,False,0.880840003490448,0.4577000141143799,0.4485,0.4337,0.54314,0.4932,0.60732,0.4826,0.69324,0.4765,0.75802,0.4714,0.78402,0.4675
front,False,0.8960800170898438,0.4652000069618225,0.45004,0.4382,0.54588,0.4982,0.63214,0.4944,0.74602,0.486,0.83766,0.4689,0.87324,0.4636
front,False,0.8720600008964539,0.4602000117301941,0.46188,0.4442,0.55048,0.4975,0.62818,0.4964,0.73422,0.4838,0.82292,0.4636,0.84818,0.4596
front,False,0.8789799809455872,0.4771000146865845,0.45318,0.4411,0.54918,0.4905,0.62776,0.4949,0.73646,0.4865,0.82908,0.4827,0.86708,0.4796
front,False,0.8857200145721436,0.4690000116825104,0.45594,0.4404,0.54354,0.4932,0.61466,0.489,0.72758,0.4839,0.81774,0.4764,0.86098,0.4646
front,False,0.8787599802017212,0.4659000039100647,0.4433,0.4352,0.54084,0.4938,0.61366,0.4908,0.72898,0.4862,0.82118,0.4801,0.84926,0.4692
front,False,0.8855999708175659,0.4672999978065491,0.45772,0.438,0.55156,0.4904,0.63368,0.4913,0.75538,0.4887,0.84852,0.4733,0.88258,0.4651
front,False,0.8881800174713135,0.4668000042438507,0.45632,0.4385,0.54156,0.498,0.62288,0.4946,0.73776,0.4807,0.8363,0.4719,0.87896,0.4713
front,False,0.8880599737167358,0.4717000126838684,0.44522,0.4335,0.54066,0.4909,0.61202,0.4852,0.7267,0.489,0.82584,0.4781,0.86504,0.47
front,False,0.8880400061607361,0.4683000147342682,0.4403,0.4283,0.53714,0.4926,0.61372,0.4925,0.72286,0.4877,0.82116,0.4713,0.85558,0.461
front,False,0.8764600157737732,0.4616999924182892,0.4481,0.4337,0.5358,0.4884,0.60944,0.4803,0.72724,0.4819,0.83002,0.4703,0.87334,0.454
front,False,0.8723000288009644,0.4797999858856201,0.44956,0.4314,0.54956,0.4969,0.61618,0.4917,0.7272,0.4879,0.81678,0.4786,0.86294,0.4772
front,False,0.8717799782752991,0.4765999913215637,0.44204,0.4354,0.53884,0.4872,0.61858,0.4933,0.724,0.4854,0.82694,0.4784,0.86022,0.4673
middle,True,0.8152999877929688,0.4578000009059906,0.44372,0.4305,0.51054,0.4778,0.54688,0.4941,0.55452,0.4952,0.58734,0.4753,0.7033,0.4806
middle,True,0.8364599943161011,0.4569999873638153,0.46032,0.4365,0.52212,0.4785,0.55478,0.4923,0.56698,0.4937,0.60216,0.4767,0.7171,0.4755
middle,True,0.857479989528656,0.46790000796318054,0.45024,0.4337,0.51638,0.4758,0.55254,0.4982,0.56342,0.4986,0.61792,0.4891,0.74406,0.4823
middle,True,0.8380399942398071,0.46650001406669617,0.4657,0.4463,0.52582,0.4833,0.55824,0.5021,0.57068,0.5011,0.61962,0.4845,0.7452,0.4875
middle,True,0.83433997631073,0.4593000113964081,0.44732,0.4278,0.5146,0.4829,0.54548,0.4944,0.55756,0.4931,0.58906,0.4826,0.72102,0.4794
middle,True,0.8282600045204163,0.4632999897003174,0.44818,0.4292,0.5135,0.4797,0.54762,0.4943,0.55742,0.4949,0.59742,0.4772,0.73212,0.4864
middle,True,0.8465999960899353,0.4668999910354614,0.4678,0.4438,0.53314,0.4879,0.56536,0.5018,0.57756,0.5008,0.62982,0.4901,0.7395,0.482
middle,True,0.8374199867248535,0.4634999930858612,0.4492,0.4266,0.514,0.4841,0.54862,0.5023,0.56174,0.5006,0.60512,0.4836,0.7355,0.4899
middle,True,0.8296200037002563,0.4643999934196472,0.44268,0.43,0.51044,0.4769,0.5473,0.4961,0.55216,0.4914,0.59608,0.4818,0.718,0.4783
middle,True,0.846780002117157,0.46299999952316284,0.4545,0.4363,0.5212,0.4838,0.55572,0.4987,0.56444,0.4965,0.61208,0.4864,0.74812,0.4834
middle,True,0.8599799871444702,0.4641999900341034,0.45792,0.439,0.51134,0.4801,0.54694,0.495,0.55844,0.4958,0.6057,0.4866,0.75746,0.4844
middle,True,0.8291199803352356,0.45969998836517334,0.43938,0.4205,0.50676,0.4801,0.54002,0.4942,0.55,0.4959,0.58562,0.4883,0.705,0.4759
middle,True,0.8346999883651733,0.4740999937057495,0.4468,0.4306,0.5156,0.4796,0.55508,0.5042,0.5628,0.4978,0.6013,0.4871,0.73788,0.4885
middle,True,0.8515400290489197,0.4690000116825104,0.45548,0.4358,0.52026,0.4858,0.55368,0.5005,0.56304,0.4941,0.61162,0.484,0.76132,0.4822
middle,True,0.8515999913215637,0.4620000123977661,0.44556,0.4278,0.50946,0.4813,0.54348,0.4949,0.55164,0.4923,0.58954,0.4906,0.72374,0.4839
middle,True,0.8378999829292297,0.4715000092983246,0.46452,0.444,0.52842,0.4841,0.56182,0.5029,0.57422,0.4997,0.62396,0.4849,0.76068,0.4834
middle,True,0.8262199759483337,0.4636000096797943,0.44852,0.4263,0.51894,0.4817,0.55346,0.4965,0.56332,0.4949,0.6092,0.486,0.74024,0.4722
middle,True,0.8306999802589417,0.4733999967575073,0.4639,0.443,0.52634,0.481,0.56252,0.4998,0.57414,0.4982,0.61156,0.4953,0.73282,0.4905
middle,True,0.8387399911880493,0.4627000093460083,0.45718,0.4425,0.51916,0.4799,0.5526,0.5005,0.56062,0.5007,0.603,0.4886,0.7355,0.4864
middle,True,0.8283200263977051,0.4648999869823456,0.45172,0.4303,0.518,0.4799,0.55046,0.4932,0.56398,0.5011,0.60484,0.4918,0.73162,0.4865
middle,True,0.8316599726676941,0.45089998841285706,0.4484,0.4298,0.51032,0.4816,0.54188,0.4984,0.5509,0.4962,0.58852,0.4871,0.7139,0.4718
middle,True,0.8474799990653992,0.46140000224113464,0.45286,0.4342,0.5192,0.482,0.55454,0.499,0.56474,0.4991,0.61316,0.4817,0.74516,0.4752
middle,True,0.843779981136322,0.46630001068115234,0.45664,0.4389,0.51756,0.4839,0.55306,0.4974,0.5659,0.4998,0.615,0.4864,0.7434,0.4794
middle,True,0.8470399975776672,0.45989999175071716,0.45788,0.4387,0.51788,0.4803,0.55228,0.4958,0.56108,0.5,0.6064,0.4916,0.73278,0.4814
middle,True,0.852180004119873,0.4593000113964081,0.44838,0.4307,0.51214,0.4783,0.5479,0.4945,0.55544,0.4958,0.6091,0.4824,0.73442,0.4766
middle,False,0.9307799935340881,0.44999998807907104,0.42266,0.4145,0.49738,0.4707,0.59236,0.4897,0.78306,0.4768,0.88766,0.4525,0.91808,0.4488
middle,False,0.9391199946403503,0.4546000063419342,0.43668,0.4242,0.50224,0.478,0.59842,0.4944,0.80298,0.4794,0.91464,0.4541,0.94104,0.4515
middle,False,0.9294999837875366,0.4453999996185303,0.40956,0.4004,0.4892,0.4672,0.569,0.4843,0.74352,0.4716,0.87232,0.451,0.9086,0.4423
middle,False,0.9353600144386292,0.45989999175071716,0.42166,0.4174,0.50304,0.4801,0.59334,0.4933,0.7806,0.4812,0.8957,0.4527,0.91842,0.4552
middle,False,0.933459997177124,0.4595000147819519,0.42426,0.4185,0.50332,0.483,0.59636,0.4943,0.7874,0.4802,0.89988,0.4546,0.93934,0.4566
middle,False,0.9301400184631348,0.4521999955177307,0.42386,0.4203,0.49982,0.4785,0.59064,0.4989,0.77896,0.4784,0.91068,0.4537,0.93888,0.4445
middle,False,0.9317600131034851,0.4519999921321869,0.41596,0.4051,0.49916,0.4722,0.57754,0.4857,0.757,0.4706,0.88444,0.4511,0.92364,0.4461
middle,False,0.9291800260543823,0.444599986076355,0.41852,0.414,0.4957,0.4731,0.58026,0.4916,0.75064,0.4645,0.867,0.4445,0.90056,0.4412
middle,False,0.9358400106430054,0.4472000002861023,0.41518,0.404,0.49396,0.4794,0.58102,0.495,0.74992,0.4756,0.86564,0.4525,0.8903,0.4442
middle,False,0.9313600063323975,0.4465000033378601,0.41426,0.4112,0.49478,0.4798,0.58534,0.49,0.77004,0.4707,0.8901,0.451,0.92934,0.4481
middle,False,0.9318600296974182,0.4675999879837036,0.43248,0.4198,0.50432,0.4712,0.59828,0.4995,0.79066,0.4887,0.91566,0.477,0.94888,0.4665
middle,False,0.9328600168228149,0.45399999618530273,0.4195,0.411,0.50284,0.4749,0.59516,0.4908,0.78416,0.4771,0.89848,0.4526,0.92,0.4507
middle,False,0.9250800013542175,0.4424999952316284,0.41152,0.4003,0.48906,0.4685,0.57576,0.4869,0.75476,0.4742,0.8736,0.4494,0.92006,0.4397
middle,False,0.9379000067710876,0.45879998803138733,0.41272,0.4037,0.5031,0.4764,0.59066,0.4959,0.78188,0.4794,0.8865,0.454,0.91876,0.4516
middle,False,0.9311400055885315,0.454800009727478,0.42252,0.4214,0.5007,0.4763,0.59152,0.4982,0.78284,0.4754,0.9002,0.457,0.93392,0.4516
middle,False,0.9373599886894226,0.445499986410141,0.42182,0.4099,0.50074,0.4756,0.59078,0.4922,0.77434,0.4765,0.8813,0.4497,0.90536,0.4375
middle,False,0.9333999752998352,0.4666999876499176,0.42936,0.4185,0.50556,0.4711,0.6018,0.4941,0.78434,0.4844,0.90062,0.471,0.92792,0.4645
middle,False,0.9286999702453613,0.45590001344680786,0.42278,0.4118,0.5007,0.4749,0.5902,0.4977,0.77976,0.4789,0.90706,0.4573,0.93276,0.4498
middle,False,0.9329800009727478,0.4584999978542328,0.42842,0.4198,0.50316,0.4769,0.5969,0.4938,0.78874,0.4824,0.9089,0.4566,0.94168,0.4592
middle,False,0.9320200085639954,0.44760000705718994,0.43574,0.425,0.50992,0.4774,0.60196,0.4927,0.78518,0.4796,0.89094,0.4478,0.92408,0.4423
middle,False,0.9348599910736084,0.46140000224113464,0.4262,0.4166,0.50474,0.477,0.59184,0.4968,0.77788,0.4817,0.88986,0.4627,0.92304,0.4553
middle,False,0.9377999901771545,0.4537000060081482,0.41686,0.4183,0.49334,0.4763,0.5781,0.488,0.76226,0.4718,0.88176,0.4587,0.91524,0.4491
middle,False,0.9304400086402893,0.4625000059604645,0.43782,0.4299,0.50368,0.476,0.59498,0.4933,0.78084,0.4846,0.88898,0.4588,0.91662,0.4622
middle,False,0.9319400191307068,0.4546999931335449,0.4213,0.4148,0.49806,0.4755,0.58296,0.4886,0.76082,0.4814,0.89008,0.4557,0.91832,0.4475
middle,False,0.9320399761199951,0.4499000012874603,0.42436,0.414,0.50166,0.4765,0.58862,0.4929,0.77198,0.4802,0.87764,0.4541,0.90794,0.4464
back,True,0.8700000047683716,0.4546000063419342,0.44976,0.4337,0.52304,0.4839,0.6041,0.4971,0.68228,0.4885,0.74186,0.4899,0.78454,0.4849
back,True,0.8849800229072571,0.46070000529289246,0.44738,0.427,0.52374,0.4813,0.601,0.4897,0.67846,0.4896,0.73248,0.4913,0.77988,0.4927
back,True,0.8690199851989746,0.44110000133514404,0.44602,0.4358,0.51956,0.479,0.59234,0.4918,0.67008,0.4775,0.72708,0.4864,0.77292,0.4794
back,True,0.8738200068473816,0.45910000801086426,0.44618,0.4314,0.51974,0.4853,0.60244,0.4959,0.67992,0.4878,0.74224,0.4928,0.79312,0.4883
back,True,0.877780020236969,0.45730000734329224,0.44974,0.4354,0.52132,0.4852,0.59464,0.4895,0.66702,0.4824,0.7288,0.4924,0.77306,0.4787
back,True,0.8767399787902832,0.4593000113964081,0.4396,0.4291,0.51812,0.48,0.59194,0.4911,0.66532,0.4855,0.71692,0.4874,0.7583,0.4856
back,True,0.8740400075912476,0.47600001096725464,0.45022,0.4347,0.52476,0.4932,0.60596,0.4942,0.68412,0.4908,0.73676,0.4946,0.78506,0.4931
back,True,0.8710799813270569,0.4620000123977661,0.44248,0.4294,0.52384,0.4859,0.59742,0.4912,0.67852,0.4965,0.7379,0.495,0.77872,0.49
back,True,0.8759999871253967,0.459199994802475,0.44048,0.4245,0.52174,0.4756,0.59428,0.4877,0.67324,0.4843,0.74048,0.4868,0.78698,0.4831
back,True,0.8888199925422668,0.4650999903678894,0.45048,0.4377,0.52834,0.4822,0.60962,0.4993,0.68728,0.4885,0.75016,0.493,0.79354,0.4865
back,True,0.8808799982070923,0.45500001311302185,0.44796,0.432,0.52,0.4801,0.59678,0.4825,0.67668,0.4834,0.73988,0.487,0.7835,0.4803
back,True,0.8817800283432007,0.45320001244544983,0.44104,0.4292,0.51606,0.4806,0.59472,0.484,0.67558,0.4814,0.73102,0.4854,0.78406,0.4808
back,True,0.8776999711990356,0.46380001306533813,0.45562,0.4422,0.52984,0.487,0.60846,0.4899,0.68288,0.4858,0.73874,0.4916,0.77982,0.4873
back,True,0.8732399940490723,0.44670000672340393,0.4445,0.4303,0.51904,0.4873,0.5937,0.4852,0.6722,0.4854,0.72884,0.4869,0.77656,0.4819
back,True,0.8784000277519226,0.46309998631477356,0.45126,0.4355,0.5195,0.4832,0.60066,0.4904,0.68008,0.4948,0.73592,0.4984,0.7912,0.4911
back,True,0.8830999732017517,0.461899995803833,0.45766,0.4442,0.53116,0.4992,0.612,0.4939,0.68772,0.4869,0.7411,0.4938,0.78914,0.4835
back,True,0.874239981174469,0.460999995470047,0.45694,0.4371,0.52414,0.48,0.6002,0.4878,0.67804,0.4786,0.74052,0.4863,0.79192,0.4837
