num_reservoir_layers,frozen,use_skip_connections,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability,layer_6_train_separability,layer_6_test_separability,layer_7_train_separability,layer_7_test_separability,layer_8_train_separability,layer_8_test_separability,layer_9_train_separability,layer_9_test_separability,layer_10_train_separability,layer_10_test_separability,layer_11_train_separability,layer_11_test_separability,layer_12_train_separability,layer_12_test_separability,layer_13_train_separability,layer_13_test_separability,layer_14_train_separability,layer_14_test_separability,layer_15_train_separability,layer_15_test_separability,layer_16_train_separability,layer_16_test_separability,layer_17_train_separability,layer_17_test_separability,layer_18_train_separability,layer_18_test_separability,layer_19_train_separability,layer_19_test_separability,layer_20_train_separability,layer_20_test_separability,layer_21_train_separability,layer_21_test_separability,layer_22_train_separability,layer_22_test_separability,layer_23_train_separability,layer_23_test_separability
8,True,True,0.06713999807834625,0.07029999792575836,0.02134,0.0217,0.0603,0.0402,0.01492,0.0146,0.04206,0.0407,0.0926,0.0635,0.0206,0.0215,0.04564,0.0432,0.09206,0.0638,0.0166,0.0161,0.06308,0.0549,0.09544,0.0642,0.01,0.01,0.0628,0.0544,0.09444,0.065,0.01,0.01,0.0626,0.0544,0.0943,0.065,0.01,0.01,0.06272,0.0557,0.09454,0.0664,0.02148,0.0212,0.07522,0.0632,0.09316,0.0668,0.0573,0.0562
8,True,True,0.3098199963569641,0.1624000072479248,0.09,0.0875,0.1917,0.1628,0.0108,0.0105,0.10346,0.0976,0.20374,0.1747,0.05432,0.0518,0.14058,0.1215,0.20434,0.1692,0.04658,0.0442,0.15178,0.1299,0.20786,0.1728,0.06944,0.0681,0.17084,0.1435,0.2119,0.1729,0.03622,0.0342,0.17428,0.1474,0.21302,0.1716,0.03758,0.0361,0.17728,0.1501,0.2153,0.1749,0.0476,0.0458,0.1829,0.1563,0.22408,0.1761,0.2076,0.1509
8,True,True,0.39485999941825867,0.15960000455379486,0.09322,0.0871,0.2038,0.1685,0.0436,0.04,0.13094,0.1148,0.20948,0.1721,0.08302,0.0776,0.16862,0.1411,0.20922,0.1678,0.01178,0.0119,0.1692,0.1415,0.21102,0.1691,0.0508,0.0475,0.17698,0.1479,0.21636,0.1723,0.0709,0.0667,0.18256,0.1536,0.2169,0.1704,0.03574,0.0339,0.18702,0.1547,0.21868,0.1714,0.07782,0.0708,0.19634,0.1574,0.23652,0.177,0.2443,0.1555
8,True,True,0.2713199853897095,0.15459999442100525,0.0737,0.0717,0.17592,0.1454,0.01328,0.0129,0.09366,0.0896,0.1895,0.1567,0.02428,0.023,0.10204,0.0935,0.19262,0.1611,0.0125,0.0115,0.10326,0.0917,0.19448,0.16,0.02256,0.0232,0.11176,0.0971,0.1961,0.1639,0.0389,0.0355,0.12482,0.108,0.19552,0.1613,0.08892,0.0843,0.16776,0.1435,0.20392,0.1657,0.05812,0.0584,0.17466,0.1469,0.20754,0.1651,0.18834,0.1401
8,True,True,0.09362000226974487,0.09139999747276306,0.04344,0.042,0.08538,0.0557,0.01306,0.0132,0.06194,0.0617,0.11722,0.0879,0.01112,0.0109,0.06226,0.0604,0.11654,0.0854,0.01,0.01,0.06216,0.0606,0.11718,0.0902,0.01,0.01,0.06216,0.0606,0.11974,0.091,0.01666,0.0168,0.06374,0.0606,0.11966,0.0931,0.02516,0.0259,0.07416,0.0654,0.12044,0.0919,0.0329,0.0314,0.09154,0.0805,0.1217,0.0963,0.06842,0.066
8,True,True,0.31474000215530396,0.15219999849796295,0.08634,0.0847,0.18932,0.1619,0.03804,0.0381,0.1263,0.1112,0.19772,0.1665,0.06658,0.0617,0.1522,0.1303,0.19796,0.1644,0.02756,0.026,0.15652,0.1347,0.20178,0.1654,0.02174,0.0209,0.16326,0.1394,0.2033,0.1654,0.03792,0.0369,0.16864,0.1446,0.20526,0.1676,0.02634,0.0288,0.1733,0.1461,0.20956,0.1675,0.08312,0.0767,0.18554,0.1556,0.22266,0.1747,0.20994,0.1498
8,True,True,0.18291999399662018,0.13030000030994415,0.06218,0.0629,0.14212,0.1183,0.01714,0.0163,0.08482,0.0768,0.16268,0.131,0.02316,0.0235,0.09282,0.0805,0.16646,0.1386,0.01034,0.0102,0.0933,0.0812,0.16676,0.1387,0.0152,0.0158,0.09734,0.0828,0.16764,0.1408,0.02574,0.0259,0.1036,0.0884,0.16994,0.139,0.03584,0.0357,0.11814,0.099,0.1713,0.1416,0.07468,0.0716,0.14166,0.1266,0.17744,0.1437,0.1535,0.1304
8,True,True,0.3768399953842163,0.17249999940395355,0.09814,0.094,0.20404,0.1706,0.01756,0.0158,0.11772,0.1062,0.21364,0.1775,0.06184,0.0626,0.14778,0.1262,0.21114,0.1724,0.07176,0.0688,0.16904,0.1428,0.21238,0.1747,0.05178,0.05,0.17504,0.1496,0.21646,0.1791,0.04058,0.0391,0.1798,0.154,0.21928,0.1767,0.06082,0.0568,0.18588,0.1566,0.22176,0.1792,0.0216,0.0193,0.1869,0.1581,0.23288,0.1799,0.23292,0.1599
8,True,True,0.09746000170707703,0.08659999817609787,0.03718,0.0362,0.08746,0.0606,0.01268,0.012,0.05724,0.0586,0.1142,0.0867,0.01328,0.0129,0.05826,0.0575,0.11354,0.0866,0.01998,0.0184,0.07892,0.0687,0.11846,0.0886,0.0138,0.0137,0.07948,0.0685,0.1184,0.0888,0.01432,0.0137,0.07962,0.0687,0.11736,0.0894,0.01,0.01,0.07976,0.0686,0.11914,0.091,0.05,0.0481,0.09856,0.0858,0.1207,0.0903,0.09746,0.0901
8,True,True,0.3059200048446655,0.1657000035047531,0.08274,0.0839,0.18638,0.1583,0.0174,0.0163,0.10744,0.0951,0.19762,0.1669,0.02134,0.0189,0.11634,0.1008,0.20202,0.1697,0.03022,0.0286,0.12762,0.1117,0.2012,0.1717,0.02572,0.0251,0.13394,0.1189,0.20486,0.1731,0.0258,0.0264,0.13868,0.1255,0.20642,0.1749,0.02374,0.021,0.14816,0.1312,0.20744,0.1724,0.08332,0.0781,0.1749,0.1462,0.2198,0.1745,0.20962,0.155
