regularization,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7440666666666667,0.7528,0.7494833333333333,0.7559,0.7276666666666667,0.7355,0.46891666666666665,0.4741,0.46591666666666665,0.4701,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7195166666666667,0.7263,0.72995,0.7371,0.727,0.7324,0.43123333333333336,0.4294,0.44121666666666665,0.4375,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.69405,0.7002,0.69985,0.7032,0.6679166666666667,0.6743,0.30241666666666667,0.3149,0.32375,0.3245,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.74855,0.7587,0.75165,0.7644,0.7436833333333334,0.7553,0.4028333333333333,0.4104,0.4128833333333333,0.421,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7346333333333334,0.7486,0.7414833333333334,0.7538,0.7179166666666666,0.7299,0.44811666666666666,0.4644,0.4323,0.4396,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7328333333333333,0.7385,0.7369333333333333,0.7431,0.7115166666666667,0.7146,0.43246666666666667,0.4345,0.4366833333333333,0.4373,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7145166666666667,0.7214,0.7194333333333334,0.7259,0.7027666666666667,0.7045,0.36706666666666665,0.3793,0.40208333333333335,0.4011,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7218833333333333,0.725,0.72945,0.7349,0.7147166666666667,0.7205,0.48265,0.4887,0.45865,0.4693,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7200666666666666,0.7309,0.7265833333333334,0.7315,0.7213666666666667,0.7335,0.46303333333333335,0.476,0.4628833333333333,0.4741,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7519666666666667,0.7664,0.75495,0.7659,0.7308666666666667,0.7413,0.47325,0.4841,0.46368333333333334,0.4652,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.75185,0.7686,0.7568,0.7703,0.73995,0.758,0.5326,0.5369,0.5204833333333333,0.5275,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7308666666666667,0.7417,0.73525,0.7481,0.7064166666666667,0.7132,0.5060833333333333,0.5052,0.4603333333333333,0.458,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7287166666666667,0.7395,0.73315,0.7432,0.7010166666666666,0.7055,0.4315333333333333,0.4356,0.44903333333333334,0.4522,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.73735,0.7498,0.742,0.7579,0.7334,0.7501,0.32875,0.3428,0.3605833333333333,0.3687,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.7359,0.7533,0.7490166666666667,0.7655,0.6904166666666667,0.7022,0.4487,0.4597,0.46108333333333335,0.4761,0.09871666666666666,0.098
l1_0.01,True,0.11236666887998581,0.11349999904632568,0.72915,0.7409,0.73415,0.7506,0.6883833333333333,0.697,0.3209166666666667,0.3369,0.33805,0.3571,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.74165,0.7497,0.7426833333333334,0.7518,0.662,0.6665,0.11236666666666667,0.1135,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7481333333333333,0.7577,0.756,0.7647,0.6893666666666667,0.7067,0.1216,0.1193,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7373,0.7453,0.7376166666666667,0.7468,0.6640166666666667,0.6723,0.11236666666666667,0.1135,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.74535,0.7581,0.7543833333333333,0.7662,0.6717666666666666,0.6809,0.11385,0.1146,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.74335,0.7596,0.74735,0.7644,0.6719833333333334,0.6872,0.11236666666666667,0.1135,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7489,0.7554,0.7502166666666666,0.7577,0.68185,0.689,0.11238333333333334,0.1135,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7028,0.7067,0.7135833333333333,0.7181,0.6374833333333333,0.6434,0.1534,0.1533,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7561166666666667,0.7654,0.7565,0.7666,0.6873166666666667,0.6902,0.11748333333333333,0.1195,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7168,0.7287,0.7250666666666666,0.7377,0.6419833333333334,0.6605,0.2045,0.1995,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7451666666666666,0.7578,0.74635,0.7609,0.6496,0.6624,0.13448333333333334,0.1345,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7011,0.7134,0.7034666666666667,0.715,0.60825,0.6173,0.1904,0.1855,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.6958166666666666,0.7098,0.7006166666666667,0.7155,0.6527833333333334,0.6741,0.11236666666666667,0.1135,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7381666666666666,0.7565,0.7400166666666667,0.7542,0.6825166666666667,0.694,0.17978333333333332,0.1764,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7466666666666667,0.761,0.74945,0.7633,0.6650666666666667,0.6724,0.11236666666666667,0.1135,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7483166666666666,0.7609,0.7579333333333333,0.7719,0.6901166666666667,0.7029,0.15745,0.1556,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7492166666666666,0.7602,0.7537,0.7643,0.6829166666666666,0.6949,0.13205,0.1339,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.75455,0.7648,0.7582333333333333,0.7662,0.6957333333333333,0.703,0.11586666666666667,0.1165,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7428666666666667,0.751,0.7486666666666667,0.7554,0.6877333333333333,0.6941,0.12783333333333333,0.1257,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7075666666666667,0.7277,0.7121333333333333,0.7301,0.6566,0.666,0.1205,0.1216,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7359833333333333,0.7498,0.7384833333333334,0.7488,0.6633166666666667,0.6805,0.12251666666666666,0.1239,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7373833333333333,0.7477,0.7428333333333333,0.751,0.6894,0.7044,0.13298333333333334,0.1339,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7221333333333333,0.7351,0.73155,0.7401,0.6981833333333334,0.7091,0.14466666666666667,0.146,0.14466666666666667,0.146,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7382833333333333,0.7483,0.7455,0.7576,0.65185,0.6597,0.11243333333333333,0.1135,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.7310666666666666,0.7455,0.73715,0.7492,0.6805166666666667,0.6888,0.11536666666666667,0.1166,0.11236666666666667,0.1135,0.09871666666666666,0.098
l1_0.01,False,0.11236666887998581,0.11349999904632568,0.70925,0.7251,0.7128833333333333,0.7263,0.6372666666666666,0.6465,0.11236666666666667,0.1135,0.11236666666666667,0.1135,0.09871666666666666,0.098
batchnorm,True,0.9949833154678345,0.9778000116348267,0.9283166666666667,0.9292,0.9595166666666667,0.951,0.9763,0.959,0.9883666666666666,0.9694,0.9949166666666667,0.9748,0.9971,0.9753
batchnorm,True,0.9948166608810425,0.9800000190734863,0.9242,0.9191,0.96,0.9501,0.9775833333333334,0.9624,0.98985,0.9713,0.9947,0.9759,0.9964333333333333,0.9777
batchnorm,True,0.9948333501815796,0.9768000245094299,0.9269,0.9247,0.9605333333333334,0.9513,0.9772833333333333,0.9636,0.9882166666666666,0.9686,0.9941666666666666,0.9739,0.9962,0.9733
batchnorm,True,0.9950833320617676,0.9769999980926514,0.9349166666666666,0.9321,0.9625,0.954,0.97945,0.9639,0.98975,0.9692,0.9939,0.9735,0.99675,0.9745
batchnorm,True,0.9946666955947876,0.9782999753952026,0.9216833333333333,0.9203,0.9617333333333333,0.9519,0.9792333333333333,0.9623,0.9894166666666667,0.9716,0.99435,0.9752,0.9970333333333333,0.976
batchnorm,True,0.9943833351135254,0.9764999747276306,0.9192,0.9164,0.9579333333333333,0.9486,0.9730666666666666,0.9593,0.9882,0.9705,0.995,0.9746,0.9967166666666667,0.9763
batchnorm,True,0.9945166707038879,0.9796000123023987,0.9208333333333333,0.9222,0.9580333333333333,0.9511,0.9803166666666666,0.9639,0.9912666666666666,0.9722,0.99555,0.976,0.9974166666666666,0.9783
batchnorm,True,0.9949666857719421,0.9757999777793884,0.9257333333333333,0.9194,0.9610333333333333,0.9518,0.98035,0.965,0.9887,0.9707,0.9949,0.9744,0.99645,0.976
batchnorm,True,0.9950833320617676,0.9782999753952026,0.922,0.919,0.9579,0.9504,0.9752666666666666,0.9616,0.9880333333333333,0.9719,0.9943,0.9763,0.9968666666666667,0.9767
batchnorm,True,0.9950500130653381,0.9775000214576721,0.92445,0.926,0.9557,0.9474,0.9744166666666667,0.9594,0.9874666666666667,0.97,0.99435,0.9753,0.9968166666666667,0.9743
batchnorm,True,0.9946666955947876,0.9767000079154968,0.9143,0.9118,0.9582,0.9522,0.9786,0.9668,0.9891833333333333,0.973,0.9944833333333334,0.9756,0.9967333333333334,0.9762
batchnorm,True,0.9951333403587341,0.9789999723434448,0.92005,0.9237,0.9623166666666667,0.9546,0.9775666666666667,0.9645,0.9882833333333333,0.9714,0.9944333333333333,0.9766,0.9972166666666666,0.978
batchnorm,True,0.9947999715805054,0.9776999950408936,0.9245,0.9207,0.9604,0.9513,0.9776666666666667,0.9607,0.9897833333333333,0.9705,0.9952333333333333,0.9738,0.9974166666666666,0.9746
batchnorm,True,0.994783341884613,0.9781000018119812,0.92805,0.9241,0.9621333333333333,0.9519,0.9801166666666666,0.964,0.9895166666666667,0.9731,0.9960333333333333,0.9761,0.9975333333333334,0.9761
batchnorm,True,0.9943000078201294,0.9771999716758728,0.9243333333333333,0.9211,0.9570166666666666,0.9477,0.97625,0.9582,0.98875,0.9721,0.9948833333333333,0.9746,0.9970666666666667,0.9759
batchnorm,True,0.9947333335876465,0.9767000079154968,0.90105,0.9058,0.9531,0.9452,0.9722666666666666,0.9593,0.9833166666666666,0.964,0.9929666666666667,0.9731,0.9964166666666666,0.9757
batchnorm,True,0.9943166375160217,0.9769999980926514,0.9189166666666667,0.9148,0.9580166666666666,0.9492,0.97615,0.96,0.98755,0.9697,0.9943166666666666,0.9737,0.9965333333333334,0.9746
batchnorm,True,0.994866669178009,0.979200005531311,0.9240333333333334,0.9247,0.9601166666666666,0.9539,0.97695,0.9628,0.9889833333333333,0.9729,0.9947666666666667,0.9766,0.9971166666666667,0.9747
batchnorm,True,0.9943666458129883,0.9785000085830688,0.93105,0.9274,0.96235,0.9541,0.9798833333333333,0.9654,0.9919333333333333,0.9734,0.99615,0.9766,0.9980166666666667,0.978
batchnorm,True,0.9948833584785461,0.9793999791145325,0.9235666666666666,0.9201,0.9593666666666667,0.9504,0.9777333333333333,0.9639,0.9891,0.9708,0.9949666666666667,0.9751,0.9971666666666666,0.9749
batchnorm,True,0.9936000108718872,0.9764999747276306,0.91805,0.9133,0.95855,0.9473,0.9755833333333334,0.96,0.9887,0.9704,0.9947666666666667,0.9745,0.99685,0.9758
batchnorm,True,0.9951333403587341,0.9783999919891357,0.9271166666666667,0.926,0.96095,0.9516,0.9787333333333333,0.962,0.9887833333333333,0.9687,0.9938333333333333,0.9761,0.9970333333333333,0.9771
batchnorm,True,0.995199978351593,0.9782999753952026,0.9163166666666667,0.9168,0.9604666666666667,0.953,0.9768166666666667,0.965,0.9869666666666667,0.9704,0.9945166666666667,0.9765,0.9967833333333334,0.9779
batchnorm,True,0.9954000115394592,0.9793999791145325,0.9251833333333334,0.921,0.9614333333333334,0.952,0.9789833333333333,0.9625,0.9897833333333333,0.9703,0.995,0.9765,0.99705,0.9759
batchnorm,True,0.9944333434104919,0.9771999716758728,0.9262833333333333,0.926,0.9601166666666666,0.951,0.9765666666666667,0.961,0.9888333333333333,0.9698,0.9945166666666667,0.9747,0.9962333333333333,0.976
batchnorm,False,0.9960333108901978,0.9794999957084656,0.9281333333333334,0.9248,0.9734166666666667,0.9625,0.9871,0.9703,0.9948166666666667,0.9748,0.9982333333333333,0.9791,0.99825,0.9784
batchnorm,False,0.9961333274841309,0.9789000153541565,0.92655,0.9229,0.9761333333333333,0.9634,0.9877166666666667,0.9709,0.99525,0.9757,0.9982333333333333,0.9791,0.9981,0.9798
batchnorm,False,0.9961000084877014,0.9822999835014343,0.931,0.9313,0.9779166666666667,0.9668,0.9875333333333334,0.9716,0.99475,0.9766,0.9984166666666666,0.98,0.9983166666666666,0.9785
batchnorm,False,0.9953833222389221,0.9785000085830688,0.9322333333333334,0.9325,0.9767,0.965,0.9873333333333333,0.974,0.9954,0.978,0.99825,0.981,0.9984333333333333,0.9804
batchnorm,False,0.9964666962623596,0.9807999730110168,0.9313333333333333,0.9286,0.9750333333333333,0.963,0.9891,0.9708,0.9950833333333333,0.9768,0.9983166666666666,0.98,0.9986666666666667,0.9794
batchnorm,False,0.9958999752998352,0.9793999791145325,0.9272,0.925,0.9769,0.965,0.9896666666666667,0.9716,0.9960166666666667,0.9765,0.9982666666666666,0.9791,0.9984333333333333,0.9794
batchnorm,False,0.9959999918937683,0.9797999858856201,0.9231833333333334,0.9214,0.9730333333333333,0.9597,0.9856,0.9688,0.99365,0.9754,0.9980166666666667,0.9794,0.9981666666666666,0.9802
