layer_base_width,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
16,False,0.9813833236694336,0.9517999887466431,0.88175,0.8815,0.9318666666666666,0.9217,0.9207166666666666,0.9065,0.9393333333333334,0.9192,0.9740833333333333,0.9517,0.9682666666666667,0.9447
16,False,0.9832333326339722,0.9564999938011169,0.8549,0.8554,0.9241,0.9171,0.9284333333333333,0.9206,0.9441333333333334,0.9288,0.9712333333333333,0.9495,0.9726,0.9492
16,False,0.9842000007629395,0.9593999981880188,0.8851166666666667,0.8848,0.9322333333333334,0.9201,0.9371166666666667,0.927,0.95505,0.938,0.9731166666666666,0.9518,0.9743666666666667,0.952
16,False,0.9794833064079285,0.9581000208854675,0.85495,0.8635,0.9138166666666667,0.9134,0.9168666666666667,0.912,0.9364166666666667,0.9268,0.9695166666666667,0.9515,0.9703166666666667,0.9505
16,False,0.9836500287055969,0.9581999778747559,0.8586333333333334,0.8685,0.9218833333333334,0.9177,0.9275833333333333,0.9175,0.9551,0.9385,0.97665,0.9543,0.9777166666666667,0.9518
16,False,0.984083354473114,0.9613999724388123,0.87755,0.8839,0.9386,0.9349,0.9382,0.9267,0.9466666666666667,0.9338,0.9751333333333333,0.9553,0.97945,0.9573
16,False,0.9839166402816772,0.9598000049591064,0.8791,0.8854,0.9204666666666667,0.92,0.9344333333333333,0.9213,0.9464666666666667,0.929,0.9697833333333333,0.9494,0.9761333333333333,0.9538
16,False,0.9848333597183228,0.9581000208854675,0.8639,0.8649,0.9268,0.9218,0.9366833333333333,0.9265,0.9428166666666666,0.9291,0.9709333333333333,0.9512,0.9731666666666666,0.9529
16,False,0.9779333472251892,0.953499972820282,0.8361166666666666,0.8385,0.9265833333333333,0.9178,0.9058,0.8956,0.9294,0.9172,0.9589,0.9387,0.9507333333333333,0.9308
16,False,0.9841499924659729,0.9611999988555908,0.8919333333333334,0.8933,0.9322333333333334,0.9264,0.9420666666666667,0.93,0.9555666666666667,0.9407,0.9697,0.9515,0.9703,0.9486
16,False,0.9835333228111267,0.9595999717712402,0.8611,0.8629,0.9318333333333333,0.927,0.9311666666666667,0.9228,0.9501833333333334,0.9331,0.9771333333333333,0.9543,0.97115,0.9495
16,False,0.9852666854858398,0.9595999717712402,0.8831666666666667,0.8805,0.93335,0.9279,0.9441833333333334,0.9341,0.94795,0.9346,0.9756,0.9515,0.9645333333333334,0.9434
16,False,0.9820666909217834,0.953499972820282,0.8891666666666667,0.892,0.9365,0.9328,0.9385333333333333,0.9266,0.9443,0.9306,0.97085,0.9469,0.9741166666666666,0.9492
16,False,0.9826666712760925,0.9542999863624573,0.88495,0.8825,0.9367,0.9263,0.9496666666666667,0.9298,0.9519833333333333,0.9335,0.9694166666666667,0.9444,0.9742,0.9478
16,False,0.9841499924659729,0.9585000276565552,0.8840666666666667,0.8825,0.9312833333333334,0.9216,0.9081833333333333,0.8983,0.9558833333333333,0.9367,0.9753,0.9544,0.9759333333333333,0.9539
32,True,0.9939333200454712,0.9682000279426575,0.8933166666666666,0.8954,0.9408166666666666,0.9334,0.9613333333333334,0.9444,0.9743333333333334,0.9541,0.9859,0.9627,0.9887833333333333,0.9639
32,True,0.9923833608627319,0.9620000123977661,0.8901333333333333,0.8885,0.9408,0.9316,0.95365,0.9395,0.965,0.9466,0.9833833333333334,0.9595,0.9841333333333333,0.9588
32,True,0.9948166608810425,0.9646999835968018,0.88375,0.8835,0.9348333333333333,0.9252,0.9378,0.9267,0.96115,0.9428,0.9855333333333334,0.9615,0.98805,0.961
32,True,0.9940000176429749,0.9708999991416931,0.9071,0.9114,0.94425,0.9399,0.9626166666666667,0.9493,0.97595,0.9584,0.9880166666666667,0.9671,0.9926166666666667,0.9678
32,True,0.9937000274658203,0.9661999940872192,0.8907,0.8895,0.94055,0.9359,0.9552166666666667,0.9402,0.9739166666666667,0.9578,0.9883,0.964,0.9906666666666667,0.9656
32,True,0.9930166602134705,0.965499997138977,0.8947666666666667,0.8951,0.9349833333333334,0.9257,0.9488166666666666,0.9358,0.96035,0.9454,0.98445,0.9613,0.9893833333333333,0.9632
32,True,0.9922500252723694,0.9623000025749207,0.88855,0.8941,0.9327333333333333,0.929,0.9407333333333333,0.9384,0.96215,0.9461,0.9793666666666667,0.9583,0.9843833333333334,0.9584
32,True,0.9943666458129883,0.9645000100135803,0.9034,0.9012,0.9324666666666667,0.9256,0.9424666666666667,0.9313,0.9563166666666667,0.9396,0.9849333333333333,0.9612,0.9837,0.9581
32,True,0.9933833479881287,0.9661999940872192,0.8966333333333333,0.8984,0.9354166666666667,0.9299,0.9564333333333334,0.9416,0.9709,0.9556,0.9844833333333334,0.9627,0.987,0.9615
32,True,0.9939000010490417,0.9642999768257141,0.8998,0.9004,0.9416166666666667,0.9313,0.9567166666666667,0.94,0.9697166666666667,0.9528,0.98625,0.9626,0.98815,0.9618
32,True,0.9945999979972839,0.9699000120162964,0.9172166666666667,0.915,0.9456166666666667,0.9391,0.9603333333333334,0.9493,0.9703333333333334,0.9548,0.9869,0.9634,0.9874,0.9645
32,True,0.9942166805267334,0.9639000296592712,0.8843333333333333,0.8771,0.9361166666666667,0.9298,0.9548,0.9411,0.9645166666666667,0.9469,0.9852666666666666,0.9627,0.9855666666666667,0.9606
32,True,0.9945999979972839,0.96670001745224,0.8927666666666667,0.8913,0.93735,0.9306,0.95565,0.9435,0.9699666666666666,0.9505,0.98465,0.962,0.9885166666666667,0.964
32,True,0.9940666556358337,0.9631999731063843,0.9040833333333333,0.9031,0.9383833333333333,0.9325,0.9568666666666666,0.943,0.9763333333333334,0.9556,0.9831666666666666,0.9609,0.988,0.9622
32,True,0.993149995803833,0.9667999744415283,0.8944333333333333,0.8959,0.9406,0.9328,0.9454166666666667,0.9343,0.9700166666666666,0.9527,0.9856333333333334,0.9618,0.98725,0.9626
32,True,0.9935166835784912,0.9599999785423279,0.89315,0.8956,0.9455666666666667,0.9375,0.9593833333333334,0.9455,0.9712,0.9559,0.9851666666666666,0.9622,0.9875166666666667,0.9615
32,True,0.9943833351135254,0.9621999859809875,0.9010666666666667,0.8979,0.9404333333333333,0.931,0.9548166666666666,0.9401,0.9640333333333333,0.9454,0.9845833333333334,0.9601,0.9867166666666667,0.9597
32,True,0.9925000071525574,0.958299994468689,0.8936833333333334,0.8941,0.9412833333333334,0.9297,0.95655,0.9444,0.97185,0.9542,0.98445,0.9632,0.98615,0.9603
32,True,0.9947166442871094,0.9643999934196472,0.8993666666666666,0.8985,0.9421833333333334,0.9345,0.9552666666666667,0.941,0.9733333333333334,0.9531,0.98885,0.9639,0.9898166666666667,0.9611
32,True,0.9950666427612305,0.9650999903678894,0.8864,0.8841,0.9417666666666666,0.9359,0.9578166666666666,0.9449,0.96865,0.9517,0.9863,0.9634,0.9865833333333334,0.9652
32,True,0.9951833486557007,0.9667999744415283,0.90735,0.9027,0.9442166666666667,0.9383,0.961,0.9484,0.97275,0.9562,0.9888166666666667,0.9667,0.9889666666666667,0.9647
32,True,0.9941999912261963,0.9621999859809875,0.9032,0.903,0.9383666666666667,0.9293,0.9596166666666667,0.9455,0.96725,0.9476,0.9852333333333333,0.962,0.9861333333333333,0.9617
32,True,0.994183361530304,0.9646000266075134,0.91175,0.9079,0.9445,0.9346,0.9580333333333333,0.9431,0.97285,0.9525,0.9879,0.9629,0.9892166666666666,0.9619
32,True,0.9942166805267334,0.963100016117096,0.89495,0.8971,0.9381166666666667,0.9284,0.95165,0.9366,0.9683833333333334,0.9485,0.9856666666666667,0.9614,0.9866666666666667,0.9599
32,True,0.9954666495323181,0.9672999978065491,0.88895,0.8905,0.9405833333333333,0.9326,0.9608833333333333,0.9457,0.97795,0.9586,0.9900333333333333,0.9666,0.9912166666666666,0.9635
32,False,0.9945666790008545,0.9695000052452087,0.9084833333333333,0.9065,0.9641166666666666,0.9511,0.9761833333333333,0.9568,0.9875833333333334,0.965,0.9939166666666667,0.972,0.9927666666666667,0.9697
32,False,0.9945833086967468,0.9710000157356262,0.9099666666666667,0.9139,0.9614666666666667,0.9508,0.9770166666666666,0.9596,0.9887833333333333,0.9694,0.9933833333333333,0.9739,0.9932166666666666,0.9724
32,False,0.9951666593551636,0.9696000218391418,0.9105333333333333,0.9069,0.9655333333333334,0.9537,0.9774333333333334,0.9617,0.9868,0.9653,0.9943666666666666,0.9706,0.9951666666666666,0.9706
32,False,0.9958500266075134,0.9703999757766724,0.9037333333333334,0.8997,0.9610333333333333,0.9484,0.9768166666666667,0.9604,0.9885833333333334,0.9658,0.9963166666666666,0.9712,0.9960666666666667,0.9706
32,False,0.9955666661262512,0.9686999917030334,0.90545,0.9057,0.9594166666666667,0.9508,0.9737666666666667,0.9574,0.98745,0.9661,0.9939333333333333,0.9689,0.9948,0.9679
32,False,0.9954833388328552,0.9685999751091003,0.9199666666666667,0.916,0.9662166666666666,0.9518,0.9747,0.955,0.9883666666666666,0.9661,0.9940833333333333,0.9693,0.9938,0.9683
32,False,0.9945999979972839,0.9685999751091003,0.9096666666666666,0.9103,0.9627833333333333,0.9508,0.97555,0.9575,0.9846166666666667,0.963,0.9940333333333333,0.9708,0.9935166666666667,0.9707
32,False,0.995199978351593,0.9714000225067139,0.9105833333333333,0.9122,0.9657,0.9517,0.9794166666666667,0.9595,0.9905333333333334,0.9689,0.9953166666666666,0.9726,0.995,0.9715
32,False,0.9952499866485596,0.9746000170707703,0.91185,0.9101,0.9601833333333334,0.9502,0.9764666666666667,0.9606,0.9888,0.9682,0.9948166666666667,0.9752,0.9961666666666666,0.9747
32,False,0.9957333207130432,0.9693999886512756,0.9058166666666667,0.9015,0.9693166666666667,0.9558,0.9828333333333333,0.9642,0.99095,0.9684,0.9963,0.9712,0.9966333333333334,0.9714
32,False,0.9955000281333923,0.9671000242233276,0.9131666666666667,0.9092,0.967,0.9508,0.9791,0.9568,0.9886333333333334,0.9653,0.9939,0.9692,0.9951666666666666,0.9683
32,False,0.9946333169937134,0.9708999991416931,0.9042833333333333,0.9039,0.9641333333333333,0.9533,0.97455,0.9565,0.98695,0.9646,0.99495,0.9708,0.9958833333333333,0.9692
32,False,0.9955666661262512,0.9643999934196472,0.90595,0.9068,0.9601333333333333,0.9476,0.9725833333333334,0.9561,0.9858833333333333,0.9632,0.9927666666666667,0.9671,0.9917166666666667,0.9681
32,False,0.994616687297821,0.9721999764442444,0.90895,0.9075,0.9611333333333333,0.9516,0.9759666666666666,0.9601,0.9864,0.9687,0.9934166666666666,0.9721,0.9935333333333334,0.9718
32,False,0.9945999979972839,0.9717000126838684,0.9114,0.9095,0.96805,0.9537,0.9775333333333334,0.9593,0.9915166666666667,0.9702,0.9945833333333334,0.971,0.99425,0.9719
32,False,0.9953333139419556,0.9718000292778015,0.92455,0.9185,0.9692166666666666,0.9561,0.9789333333333333,0.9588,0.9885,0.9673,0.9946333333333334,0.9721,0.9952833333333333,0.9707
32,False,0.9945833086967468,0.9718000292778015,0.92055,0.9145,0.9648,0.9532,0.9780833333333333,0.9617,0.9898666666666667,0.9689,0.9955166666666667,0.9732,0.9952666666666666,0.9723
32,False,0.9948999881744385,0.9685999751091003,0.9115666666666666,0.909,0.9627833333333333,0.9539,0.9741333333333333,0.9553,0.9891166666666666,0.9674,0.9956333333333334,0.9706,0.9960166666666667,0.9704
32,False,0.995983362197876,0.9682000279426575,0.9084666666666666,0.9134,0.9654166666666667,0.9553,0.9761333333333333,0.9575,0.9894333333333334,0.9684,0.9938666666666667,0.9684,0.9940833333333333,0.969
32,False,0.9952999949455261,0.9750000238418579,0.9140666666666667,0.9184,0.9669,0.9583,0.9821,0.9645,0.98925,0.9717,0.9950166666666667,0.9748,0.9947833333333334,0.974
32,False,0.9936333298683167,0.9664999842643738,0.9073333333333333,0.9036,0.9583666666666667,0.9473,0.9728333333333333,0.9553,0.9834333333333334,0.9624,0.9923333333333333,0.9671,0.9915666666666667,0.9655
32,False,0.995983362197876,0.968999981880188,0.9138166666666667,0.91,0.9645333333333334,0.9519,0.9792666666666666,0.9616,0.9902666666666666,0.9678,0.9942,0.9707,0.9937333333333334,0.9697
32,False,0.9952999949455261,0.9718000292778015,0.91325,0.9142,0.9642333333333334,0.9549,0.98055,0.9615,0.9890333333333333,0.9692,0.9956166666666667,0.9733,0.9949666666666667,0.9719
32,False,0.9947333335876465,0.9697999954223633,0.9073166666666667,0.9101,0.9562333333333334,0.9501,0.97435,0.9629,0.9880833333333333,0.9678,0.9938833333333333,0.9687,0.9945166666666667,0.9692
32,False,0.9947666525840759,0.9746999740600586,0.9135333333333333,0.9154,0.9618666666666666,0.9489,0.9778666666666667,0.9603,0.9884166666666667,0.9696,0.9956333333333334,0.9735,0.9967,0.9732
64,True,0.9966833591461182,0.9778000116348267,0.92845,0.9237,0.9618166666666667,0.9546,0.9796833333333334,0.9619,0.9931666666666666,0.9735,0.9970666666666667,0.9771,0.9983166666666666,0.9767
64,True,0.9971166849136353,0.9767000079154968,0.9294166666666667,0.9266,0.9636666666666667,0.9532,0.9843166666666666,0.9663,0.9942833333333333,0.9733,0.9965,0.9744,0.9976666666666667,0.9747
64,True,0.9974666833877563,0.9768999814987183,0.9246333333333333,0.9237,0.9635,0.9501,0.9811333333333333,0.9622,0.9939333333333333,0.9744,0.9973666666666666,0.9761,0.9983,0.9757
64,True,0.995983362197876,0.9722999930381775,0.9266166666666666,0.9244,0.9647666666666667,0.9551,0.9845833333333334,0.9668,0.9935333333333334,0.9734,0.9960666666666667,0.9774,0.9959833333333333,0.9745
64,True,0.9969000220298767,0.974399983882904,0.93045,0.9267,0.9644,0.9534,0.9825166666666667,0.9628,0.9914833333333334,0.973,0.9957,0.9744,0.9950166666666667,0.974
64,True,0.9974666833877563,0.9753000140190125,0.9223666666666667,0.9191,0.9643833333333334,0.9567,0.9819333333333333,0.9646,0.9935666666666667,0.9721,0.9970333333333333,0.9756,0.9970166666666667,0.9761
64,True,0.9977166652679443,0.9740999937057495,0.9224,0.9227,0.96205,0.9523,0.9815833333333334,0.9641,0.9934666666666667,0.9725,0.9972,0.9748,0.9967166666666667,0.9745
64,True,0.9968833327293396,0.970300018787384,0.92615,0.9218,0.9640166666666666,0.9545,0.9824,0.9638,0.9915333333333334,0.9698,0.9962166666666666,0.9723,0.99635,0.9722
64,True,0.9969666600227356,0.9700999855995178,0.9367,0.9301,0.9669166666666666,0.9542,0.9823,0.9613,0.9956833333333334,0.9721,0.9971,0.9731,0.9970833333333333,0.973
64,True,0.9967333078384399,0.9733999967575073,0.9338,0.9283,0.9659833333333333,0.9533,0.98335,0.9663,0.9928333333333333,0.97,0.99645,0.9736,0.9968,0.9746
64,True,0.9967666864395142,0.9728000164031982,0.9327833333333333,0.9258,0.9628166666666667,0.9549,0.9794833333333334,0.9616,0.99275,0.9681,0.99595,0.9732,0.9957666666666667,0.9719
64,True,0.9968166947364807,0.9714000225067139,0.9329166666666666,0.9311,0.9595833333333333,0.9485,0.9786,0.9615,0.9914833333333334,0.9697,0.9967833333333334,0.9739,0.9977833333333334,0.9748
64,True,0.9967333078384399,0.9740999937057495,0.93195,0.9283,0.9660333333333333,0.9545,0.9828833333333333,0.9671,0.9925666666666667,0.9709,0.99635,0.9736,0.9969,0.974
64,True,0.9970666766166687,0.973800003528595,0.9281166666666667,0.9261,0.9650166666666666,0.9543,0.9854666666666667,0.9669,0.9951,0.9746,0.9974,0.9756,0.9983666666666666,0.9746
64,True,0.9983166456222534,0.9753000140190125,0.9324166666666667,0.931,0.9670666666666666,0.9584,0.9883,0.969,0.9953666666666666,0.9756,0.99835,0.9755,0.9989833333333333,0.9757
64,True,0.9980166554450989,0.9714999794960022,0.9319166666666666,0.9295,0.9670666666666666,0.9523,0.9861,0.9675,0.9922333333333333,0.9704,0.9965166666666667,0.9746,0.9973833333333333,0.9734
64,True,0.9974833130836487,0.9764000177383423,0.9369,0.9337,0.9642666666666667,0.9512,0.9848666666666667,0.9649,0.9940666666666667,0.9722,0.9976166666666667,0.976,0.9980833333333333,0.9759
64,True,0.9972833395004272,0.9761000275611877,0.9331333333333334,0.9294,0.9693,0.9564,0.9845333333333334,0.9669,0.9939,0.9747,0.9977166666666667,0.9751,0.9981833333333333,0.9762
64,True,0.996833324432373,0.9742000102996826,0.9253833333333333,0.9228,0.9644166666666667,0.9531,0.9830666666666666,0.9665,0.9936,0.971,0.9969333333333333,0.9739,0.9973,0.974
64,True,0.9954500198364258,0.9740999937057495,0.9319833333333334,0.932,0.9659333333333333,0.9541,0.9828166666666667,0.9651,0.9938166666666667,0.9734,0.9968666666666667,0.9761,0.9971666666666666,0.9739
64,True,0.9972500205039978,0.9715999960899353,0.9283833333333333,0.9248,0.965,0.9539,0.9840333333333333,0.9646,0.9934166666666666,0.9719,0.9967333333333334,0.976,0.9966,0.9736
64,True,0.9965500235557556,0.972599983215332,0.9314333333333333,0.9267,0.9646,0.954,0.9842,0.9625,0.9932333333333333,0.9711,0.9968333333333333,0.9733,0.9969166666666667,0.9721
64,True,0.9972833395004272,0.9769999980926514,0.9283166666666667,0.9232,0.9632833333333334,0.9521,0.9848833333333333,0.9671,0.99445,0.9728,0.9968833333333333,0.9751,0.9974166666666666,0.9755
64,True,0.996749997138977,0.9697999954223633,0.93185,0.9244,0.9641666666666666,0.9525,0.9836166666666667,0.9668,0.9934,0.9711,0.9969333333333333,0.9756,0.9979,0.9749
64,True,0.9980000257492065,0.9740999937057495,0.94265,0.9356,0.96865,0.9571,0.9849,0.9632,0.9924166666666666,0.9692,0.9970166666666667,0.9768,0.99715,0.9733
64,False,0.9962166547775269,0.9772999882698059,0.9456666666666667,0.9382,0.9857833333333333,0.9696,0.99585,0.9755,0.9972166666666666,0.976,0.99785,0.9769,0.99785,0.9765
64,False,0.9969499707221985,0.9786999821662903,0.94615,0.9409,0.9868333333333333,0.9733,0.99665,0.9769,0.9984166666666666,0.9787,0.9986833333333334,0.9791,0.9989166666666667,0.9793
64,False,0.9978833198547363,0.9790999889373779,0.9472166666666667,0.9413,0.9859333333333333,0.9707,0.9951,0.9774,0.9983,0.9796,0.9986666666666667,0.9792,0.99865,0.9783
64,False,0.9975500106811523,0.9726999998092651,0.9404,0.9342,0.9819666666666667,0.9692,0.99315,0.9751,0.9969166666666667,0.9767,0.99755,0.9763,0.9975833333333334,0.9773
64,False,0.9980166554450989,0.9757999777793884,0.9354,0.9303,0.9846,0.9696,0.9938,0.9769,0.99745,0.9761,0.9975833333333334,0.9752,0.9977166666666667,0.977
64,False,0.9974166750907898,0.9771000146865845,0.9500833333333333,0.9484,0.9872,0.9727,0.9938166666666667,0.9775,0.9973,0.9776,0.9978166666666667,0.9777,0.9971333333333333,0.9774
64,False,0.99836665391922,0.9797999858856201,0.94485,0.9406,0.9851666666666666,0.9723,0.9942833333333333,0.9769,0.9971833333333333,0.98,0.9982166666666666,0.9793,0.9978333333333333,0.9787
64,False,0.9967166781425476,0.9783999919891357,0.9387833333333333,0.9344,0.9848666666666667,0.9713,0.99475,0.9767,0.9979333333333333,0.9786,0.99835,0.9782,0.9983333333333333,0.9768
64,False,0.9961333274841309,0.9785000085830688,0.9440166666666666,0.9369,0.9883666666666666,0.9748,0.9947333333333334,0.9747,0.99765,0.9786,0.9980833333333333,0.9786,0.9973333333333333,0.9779
64,False,0.9973499774932861,0.9764999747276306,0.9393333333333334,0.9341,0.9848166666666667,0.9701,0.9946333333333334,0.9765,0.9971666666666666,0.9786,0.9975833333333334,0.9794,0.99725,0.9778
64,False,0.9976166486740112,0.9761000275611877,0.9439333333333333,0.9412,0.98675,0.9741,0.9941833333333333,0.9768,0.9973666666666666,0.9784,0.9978833333333333,0.977,0.9975833333333334,0.9777
64,False,0.9968500137329102,0.9789999723434448,0.9471833333333334,0.9419,0.9864666666666667,0.9724,0.9961166666666667,0.9781,0.9978,0.9795,0.9981166666666667,0.9797,0.9973833333333333,0.9786
64,False,0.9971166849136353,0.9768000245094299,0.9473666666666667,0.9398,0.9871666666666666,0.9736,0.9948166666666667,0.9767,0.9975833333333334,0.978,0.9974,0.9761,0.9975,0.9768
64,False,0.9965999722480774,0.9775000214576721,0.9473166666666667,0.941,0.9852833333333333,0.9702,0.99505,0.976,0.9982333333333333,0.9778,0.99855,0.9774,0.9983166666666666,0.9776
